id_bien;Date mutation;Valeur fonciere;Commune;Code departement;id_codedep_codecom;Surface Carrez du 1er lot;Nombre de lots;Type local;Nombre pieces principales
10836;2020/02/24;57500;SAINT-CHAMOND;42;42207;51,15;2;Appartement;2
10837;2020/02/24;68834;SAINT-ETIENNE;42;42218;62;2;Appartement;3
10838;2020/02/24;119000;SAINT GENEST LERPT;42;42223;57,74;2;Appartement;3
10839;2020/02/24;59000;CARQUEFOU;44;44026;18,24;1;Appartement;1
10840;2020/02/24;130000;CARQUEFOU;44;44026;48,21;1;Appartement;2
10841;2020/02/24;79900;NANTES;44;44109;19,18;1;Appartement;1
10842;2020/02/24;440000;LE POULIGUEN;44;44135;85,21;1;Appartement;4
10843;2020/02/24;265000;SAINT BREVIN LES PINS;44;44154;77,26;1;Appartement;4
10844;2020/02/24;33000;SAINT-NAZAIRE;44;44184;15,39;1;Appartement;1
10845;2020/02/24;192120;OLIVET;45;45232;104,57;1;Maison;4
10846;2020/02/24;86000;AVRILLE;49;49015;55,86;1;Appartement;2
10847;2020/02/24;72000;SAINT-BARTHELEMY-D ANJOU;49;49267;49,16;1;Appartement;2
10848;2020/02/24;58000;SAUMUR;49;49328;51,13;1;Appartement;3
10849;2020/02/24;38500;COUTANCES;50;50147;44,81;1;Appartement;2
10850;2020/02/24;63000;JARNY;54;54273;46;2;Appartement;2
10851;2020/02/24;56754;LONGUYON;54;54322;67,8;2;Appartement;4
10852;2020/02/24;158500;SAINT MAX;54;54482;77,9;1;Appartement;4
10853;2020/02/24;131000;PLUVIGNER;56;56177;91,03;1;Maison;3
10854;2020/02/24;232000;WAMBRECHIES;59;59636;79,53;1;Appartement;2
10855;2020/02/24;93000;CREIL;60;60175;45,73;1;Appartement;2
10856;2020/02/24;110000;CREIL;60;60175;75,32;1;Appartement;4
10857;2020/02/24;176000;LACROIX ST OUEN;60;60338;79,68;1;Appartement;4
10858;2020/02/24;113500;LONS;64;64348;55,74;3;Appartement;3
10859;2020/02/24;24000;AMELIE LES BAINS;66;66003;23,15;1;Appartement;1
10860;2020/02/24;645000;CALUIRE ET CUIRE;69;69034;109,46;1;Maison;5
10861;2020/02/24;166000;CALUIRE ET CUIRE;69;69034;55,63;2;Appartement;3
10862;2020/02/24;207900;SAIN-BEL;69;69171;197;3;Appartement;5
10863;2020/02/24;130300;VILLEFRANCHE;69;69264;51,94;1;Appartement;3
10864;2020/02/24;99000;VILLEURBANNE;69;69266;21,01;1;Appartement;1
10865;2020/02/24;50000;NAVENNE;70;70378;59,25;2;Appartement;3
10866;2020/02/24;104500;VESOUL;70;70550;75,57;2;Appartement;4
10867;2020/02/24;900000;PARIS 02;75;75102;52,87;1;Appartement;2
10868;2020/02/24;245000;PARIS 02;75;75102;23,21;2;Appartement;1
10869;2020/02/24;666000;PARIS 05;75;75105;57,55;1;Appartement;3
10870;2020/02/24;514010;PARIS 05;75;75105;38,15;1;Appartement;2
10871;2020/02/24;1100000;PARIS 08;75;75108;90,96;2;Appartement;2
10872;2020/02/24;1928040;PARIS 08;75;75108;205,2;1;Appartement;4
10873;2020/02/24;312000;PARIS 08;75;75108;33,68;2;Appartement;2
10874;2020/02/24;2015350;PARIS 08;75;75108;183,06;3;Appartement;8
10875;2020/02/24;1624500;PARIS 09;75;75109;120,78;3;Appartement;5
10876;2020/02/24;790000;PARIS 09;75;75109;72,4;1;Appartement;2
10877;2020/02/24;745900;PARIS 10;75;75110;67,65;2;Appartement;4
10878;2020/02/24;546640;PARIS 10;75;75110;47,95;2;Appartement;2
10879;2020/02/24;915000;PARIS 11;75;75111;86,15;1;Appartement;4
10880;2020/02/24;774000;PARIS 13;75;75113;57,29;2;Appartement;3
10881;2020/02/24;196000;PARIS 13;75;75113;19,11;1;Appartement;1
10882;2020/02/24;505000;PARIS 14;75;75114;44;1;Appartement;3
10883;2020/02/24;179000;PARIS 14;75;75114;20,53;2;Appartement;1
10884;2020/02/24;370000;PARIS 14;75;75114;41,04;2;Appartement;2
10885;2020/02/24;220381;PARIS 14;75;75114;17,02;2;Appartement;1
10886;2020/02/24;296000;PARIS 14;75;75114;26,36;2;Appartement;2
10887;2020/02/24;439000;PARIS 14;75;75114;44,72;2;Appartement;1
10888;2020/02/24;592965;PARIS 15;75;75115;55,03;2;Appartement;2
10889;2020/02/24;376000;PARIS 15;75;75115;42,27;2;Appartement;2
10890;2020/02/24;628000;PARIS 15;75;75115;47,82;1;Appartement;3
10891;2020/02/24;333900;PARIS 15;75;75115;27,8;2;Appartement;2
10892;2020/02/24;409000;PARIS 16;75;75116;47,57;1;Appartement;2
10893;2020/02/24;266000;PARIS 16;75;75116;21,87;1;Appartement;1
10894;2020/02/24;2680000;PARIS 16;75;75116;194,8;1;Appartement;4
10895;2020/02/24;434700;PARIS 18;75;75118;42,6;2;Appartement;3
10896;2020/02/24;108300;PARIS 19;75;75119;12,21;1;Appartement;1
10897;2020/02/24;84000;PARIS 19;75;75119;9,24;1;Appartement;1
10898;2020/02/24;172380;PARIS 20;75;75120;16,02;2;Appartement;1
10899;2020/02/24;58000;PARIS 20;75;75120;11,3;1;Appartement;1
10900;2020/02/24;156000;PARIS 20;75;75120;16,21;1;Appartement;1
10901;2020/02/24;205000;BAILLY-ROMAINVILLIERS;77;77018;50,4;1;Appartement;3
10902;2020/02/24;193800;BRIE COMTE ROBERT;77;77053;65,62;1;Appartement;3
10903;2020/02/24;235000;CHAMPS-SUR-MARNE;77;77083;92,82;2;Appartement;5
10904;2020/02/24;517410;FONTAINEBLEAU;77;77186;50,38;3;Appartement;5
10905;2020/02/24;184000;LAGNY-SUR-MARNE;77;77243;57,9;2;Appartement;2
10906;2020/02/24;115000;MONTEREAU FAULT YONNE;77;77305;84,04;2;Appartement;4
10907;2020/02/24;173000;POMPONNE;77;77372;52,33;1;Appartement;2
10908;2020/02/24;175000;THORIGNY SUR MARNE;77;77464;44,7;2;Appartement;2
10909;2020/02/24;139000;CLAYES-SOUS-BOIS (LES);78;78165;56,19;2;Appartement;1
10910;2020/02/24;245000;CROISSY SUR SEINE;78;78190;67,12;2;Appartement;3
10911;2020/02/24;112000;GAZERAN;78;78269;28,1;1;Appartement;2
10912;2020/02/24;153000;GUERVILLE;78;78291;67,61;3;Appartement;2
10913;2020/02/24;210000;MAGNY-LES-HAMEAUX;78;78356;58,2;1;Appartement;3
10914;2020/02/24;199300;NEAUPHLE-LE-CHATEAU;78;78442;68,86;2;Appartement;4
10915;2020/02/24;256900;ORGEVAL;78;78466;76,81;2;Appartement;3
10916;2020/02/24;302850;ORGEVAL;78;78466;88,75;2;Appartement;4
10917;2020/02/24;223000;PLAISIR;78;78490;92,8;2;Appartement;5
10918;2020/02/24;201000;SARTROUVILLE;78;78586;55,39;2;Appartement;3
10919;2020/02/24;150000;VELIZY VILLACOUBLAY;78;78640;74;2;Appartement;3
10920;2020/02/24;337000;VERSAILLES;78;78646;48,79;2;Appartement;2
10921;2020/02/24;112500;CORBIE;80;80212;51,67;1;Appartement;2
10922;2020/02/24;120000;QUEND;80;80649;55,21;1;Appartement;3
10923;2020/02/24;132000;ALBI;81;81004;78,77;3;Appartement;3
10924;2020/02/24;83000;CASTRES;81;81065;61,28;2;Appartement;3
10925;2020/02/24;433000;LA CRAU;83;83047;106,02;1;Maison;5
10926;2020/02/24;240000;LA CROIX VALMER;83;83048;62;1;Appartement;3
10927;2020/02/24;108000;FREJUS;83;83061;43,84;1;Appartement;2
10928;2020/02/24;52500;HYERES;83;83069;37,71;1;Appartement;1
10929;2020/02/24;505000;SAINT TROPEZ;83;83119;64,54;1;Appartement;3
10930;2020/02/24;154830;SANARY SUR MER;83;83123;28,69;1;Appartement;2
10931;2020/02/24;360000;LA SEYNE SUR MER;83;83126;101,6;1;Maison;4
10932;2020/02/24;142000;LA VALETTE DU VAR;83;83144;77,05;1;Appartement;4
10933;2020/02/24;55000;AVIGNON;84;84007;18,09;1;Appartement;1
10934;2020/02/24;238643;VAISON-LA-ROMAINE;84;84137;72,82;1;Appartement;3
10935;2020/02/24;129000;ROCHE SUR YON (LA);85;85191;78,49;2;Appartement;4
10936;2020/02/24;60800;LIMOGES;87;87085;43,76;2;Appartement;1
10937;2020/02/24;26500;LIMOGES;87;87085;14,31;1;Appartement;1
10938;2020/02/24;50600;REMIREMONT;88;88383;42,07;1;Appartement;2
10939;2020/02/24;160000;SAINTE-MARGUERITE;88;88424;138,9;2;Appartement;6
10940;2020/02/24;229800;ATHIS MONS;91;91027;84,68;2;Appartement;4
10941;2020/02/24;115000;EPINAY-SOUS-SENART;91;91215;58,24;3;Appartement;3
10942;2020/02/24;122500;EVRY-COURCOURONNES;91;91228;65,52;2;Appartement;3
10943;2020/02/24;212550;GOMETZ-LA-VILLE;91;91274;57,63;1;Maison;2
10944;2020/02/24;220000;IGNY;91;91312;72,57;2;Appartement;4
10945;2020/02/24;250200;MILLY-LA-FORET;91;91405;111,92;1;Maison;5
10946;2020/02/24;156950;MONTGERON;91;91421;69,2;2;Appartement;3
10947;2020/02/24;67000;MORANGIS;91;91432;16,04;1;Appartement;1
10948;2020/02/24;315828;PALAISEAU;91;91477;60,37;1;Appartement;3
10949;2020/02/24;231200;TIGERY;91;91617;68,7;1;Appartement;4
10950;2020/02/24;403200;VERRIERES LE BUISSON;91;91645;90,22;1;Maison;3
10951;2020/02/24;77500;VIGNEUX SUR SEINE;91;91657;22,58;1;Appartement;1
10952;2020/02/24;360525;YERRES;91;91691;102,36;1;Appartement;4
10953;2020/02/24;272000;CHATILLON;92;92020;44,83;2;Appartement;2
10954;2020/02/24;302300;COURBEVOIE;92;92026;37,19;2;Appartement;1
10955;2020/02/24;449275;COURBEVOIE;92;92026;67,05;1;Appartement;2
10956;2020/02/24;197000;COURBEVOIE;92;92026;28,51;1;Appartement;1
10957;2020/02/24;255600;FONTENAY-AUX-ROSES;92;92032;56,17;2;Appartement;3
10958;2020/02/24;349715;LEVALLOIS-PERRET;92;92044;33,95;1;Appartement;2
10959;2020/02/24;283509,03;MALAKOFF;92;92046;37,6;2;Appartement;3
10960;2020/02/24;389000;MONTROUGE;92;92049;47,93;2;Appartement;2
10961;2020/02/24;135700;NANTERRE;92;92050;37,28;1;Appartement;2
10962;2020/02/24;122122;SURESNES;92;92073;42,7;1;Appartement;2
10963;2020/02/24;82500;AUBERVILLIERS;93;93001;12,59;1;Appartement;0
10964;2020/02/24;156750;AUBERVILLIERS;93;93001;36,42;1;Appartement;1
10965;2020/02/24;237000;BAGNOLET;93;93006;39,44;2;Appartement;2
10966;2020/02/24;100000;LE BLANC-MESNIL;93;93007;33,07;1;Appartement;1
10967;2020/02/24;183500;LES LILAS;93;93045;25,47;1;Appartement;1
10968;2020/02/24;487000;MONTREUIL;93;93048;70,22;1;Appartement;3
10969;2020/02/24;537000;MONTREUIL;93;93048;98,11;3;Appartement;3
10970;2020/02/24;193000;MONTREUIL;93;93048;30,07;1;Appartement;2
10971;2020/02/24;187000;NEUILLY-SUR-MARNE;93;93050;67,82;2;Appartement;4
10972;2020/02/24;126500;SEVRAN;93;93071;85,78;1;Appartement;4
10973;2020/02/24;177000;VILLEPINTE;93;93078;71,19;2;Appartement;4
10974;2020/02/24;255000;CHOISY-LE-ROI;94;94022;50,31;1;Appartement;3
10975;2020/02/24;291600;L'HAY-LES-ROSES;94;94038;78,85;1;Appartement;4
10976;2020/02/24;297500;IVRY-SUR-SEINE;94;94041;55,53;2;Appartement;3
10977;2020/02/24;383500;MAISONS-ALFORT;94;94046;60,9;2;Appartement;3
10978;2020/02/24;689700;SAINT-MANDE;94;94067;70,1;3;Appartement;4
10979;2020/02/24;90000;SAINT-MAUR-DES-FOSSES;94;94068;16,75;1;Appartement;1
10980;2020/02/24;257875;SAINT-MAUR-DES-FOSSES;94;94068;49,68;2;Appartement;3
10981;2020/02/24;161000;VILLEJUIF;94;94076;25,09;2;Appartement;1
10982;2020/02/24;230000;VILLENEUVE-LE-ROI;94;94077;83,5;2;Appartement;4
10983;2020/02/24;270000;VINCENNES;94;94080;32,75;2;Appartement;3
10984;2020/02/24;175000;ARNOUVILLE;95;95019;89,04;1;Appartement;4
10985;2020/02/24;242000;BEZONS;95;95063;77,55;1;Appartement;4
10986;2020/02/24;111340;BOUFFEMONT;95;95091;59,5;1;Appartement;2
10987;2020/02/24;139000;CERGY;95;95127;36,93;1;Appartement;2
10988;2020/02/24;140670;CERGY;95;95127;61,87;2;Appartement;3
10989;2020/02/24;264630;ENGHIEN LES BAINS;95;95210;69,01;2;Appartement;4
10990;2020/02/24;175470;ERAGNY-SUR-OISE;95;95218;52,6;1;Appartement;2
10991;2020/02/24;60000;MARINES;95;95370;18,07;1;Appartement;1
10992;2020/02/24;50000;MENUCOURT;95;95388;97,68;1;Maison;6
10993;2020/02/24;164000;SAINT-BRICE-SOUS-FORET;95;95539;49,43;3;Appartement;2
10994;2020/02/24;127300;ST LEU LA FORET;95;95563;53,41;1;Appartement;2
10995;2020/02/24;137000;SARCELLES;95;95585;50;2;Appartement;3
10996;2020/02/24;313600;SAINT-PAUL;974;974415;84,48;1;Maison;4
10997;2020/02/24;215000;SAINT-PAUL;974;974415;35,94;1;Appartement;2
10998;2020/02/25;442100;CHEVRY;01;01103;123,16;1;Maison;5
10999;2020/02/25;640000;DIVONNE-LES-BAINS;01;01143;135,68;3;Appartement;4
11000;2020/02/25;156580;IZERNORE;01;01192;83,6;1;Maison;4
11001;2020/02/25;435000;ORNEX;01;01281;90,33;1;Maison;4
11002;2020/02/25;44000;CASTELLANE;04;04039;18;1;Appartement;1
11003;2020/02/25;68730;GREOUX-LES-BAINS;04;04094;25,32;1;Appartement;1
11004;2020/02/25;58000;MANOSQUE;04;04112;63,73;1;Appartement;3
11005;2020/02/25;120250;LE DEVOLUY;05;05139;32;1;Appartement;2
11006;2020/02/25;212253;ANTIBES;06;06004;33,22;1;Appartement;2
11007;2020/02/25;267500;BEAULIEU SUR MER;06;06011;49,23;2;Appartement;2
11008;2020/02/25;185500;CAGNES SUR MER;06;06027;78,21;1;Appartement;3
11009;2020/02/25;50000;CASTELLAR;06;06035;27,5;1;Appartement;1
11010;2020/02/25;228710;MENTON;06;06083;32,73;2;Appartement;1
11011;2020/02/25;186000;NICE;06;06088;34,51;1;Appartement;2
11012;2020/02/25;136500;NICE;06;06088;37,1;1;Appartement;2
11013;2020/02/25;39500;BOURG-SAINT-ANDEOL;07;07042;64,12;2;Appartement;3
11014;2020/02/25;36900;CHARLEVILLE-MEZIERES;08;08105;31,27;2;Appartement;1
11015;2020/02/25;128250;GRUISSAN;11;11170;25,88;1;Maison;1
11016;2020/02/25;131625;LEUCATE;11;11202;33,24;1;Maison;4
11017;2020/02/25;235000;AUBAGNE;13;13005;58,03;1;Appartement;3
11018;2020/02/25;179000;AUBAGNE;13;13005;71,1;1;Appartement;4
11019;2020/02/25;54000;MARSEILLE 1ER;13;13201;22,99;2;Appartement;1
11020;2020/02/25;240000;MARSEILLE 2EME;13;13202;46,54;1;Appartement;2
11021;2020/02/25;93000;MARSEILLE 3EME;13;13203;65,92;1;Appartement;4
11022;2020/02/25;92000;MARSEILLE 5EME;13;13205;42,33;2;Appartement;3
11023;2020/02/25;472600;MARSEILLE 8EME;13;13208;117,64;2;Appartement;3
11024;2020/02/25;170000;MARSEILLE 10EME;13;13210;42;1;Appartement;2
11025;2020/02/25;55000;MARSEILLE 11EME;13;13211;62,43;1;Appartement;3
11026;2020/02/25;109250;MARSEILLE 11EME;13;13211;27,1;1;Appartement;1
11027;2020/02/25;175000;MARSEILLE 12EME;13;13212;61,8;1;Appartement;3
11028;2020/02/25;34000;MARSEILLE 14EME;13;13214;17,76;1;Appartement;1
11029;2020/02/25;293000;MARSEILLE 14EME;13;13214;86,46;1;Maison;4
11030;2020/02/25;84000;MARSEILLE 14EME;13;13214;64,28;2;Appartement;3
11031;2020/02/25;80000;MARSEILLE 15EME;13;13215;36,18;1;Appartement;2
11032;2020/02/25;68000;MARSEILLE 16EME;13;13216;19,04;1;Appartement;1
11033;2020/02/25;176000;MARSEILLE 16EME;13;13216;73,87;1;Appartement;4
11034;2020/02/25;59000;GRANDCAMP-MAISY;14;14312;50,38;2;Appartement;2
11035;2020/02/25;29000;VIERZON;18;18279;47,62;1;Appartement;2
11036;2020/02/25;232000;SAINT-CAST-LE-GUILDO;22;22282;77,12;1;Appartement;4
11037;2020/02/25;123440;PERIGUEUX;24;24322;87,73;1;Appartement;4
11038;2020/02/25;130000;DOUBS;25;25204;55,23;1;Appartement;2
11039;2020/02/25;141800;BOURG LES VALENCE;26;26058;62,64;2;Appartement;3
11040;2020/02/25;50000;BOURG LES VALENCE;26;26058;63,65;2;Appartement;4
11041;2020/02/25;45800;BOURG LES VALENCE;26;26058;62,36;2;Appartement;4
11042;2020/02/25;86200;VALENCE;26;26362;52,98;2;Appartement;3
11043;2020/02/25;53000;EVREUX;27;27229;26,23;1;Appartement;2
11044;2020/02/25;95000;AJACCIO;2A;2A004;42,58;1;Appartement;2
11045;2020/02/25;262500;ALBITRECCIA;2A;2A008;68,1;1;Appartement;3
11046;2020/02/25;113950;CALVISSON;30;30062;39,23;2;Appartement;3
11047;2020/02/25;157117;GALLARGUES-LE-MONTUEUX;30;30123;74,24;1;Appartement;4
11048;2020/02/25;30000;SAINT-FLORENT-SUR-AUZONNET;30;30253;53,94;3;Appartement;3
11049;2020/02/25;142000;AUSSONNE;31;31032;78;1;Appartement;4
11050;2020/02/25;106900;TOULOUSE;31;31555;39,83;1;Appartement;2
11051;2020/02/25;183750;TOULOUSE;31;31555;85,61;1;Appartement;4
11052;2020/02/25;120600;AUDENGE;33;33019;45,23;2;Appartement;2
11053;2020/02/25;195500;BEGLES;33;33039;64,47;1;Appartement;3
11054;2020/02/25;157150;BORDEAUX;33;33063;28,77;1;Appartement;1
11055;2020/02/25;178220;BORDEAUX;33;33063;40,41;1;Appartement;2
11056;2020/02/25;275000;FLOIRAC;33;33167;84,52;1;Appartement;4
11057;2020/02/25;280730;LACANAU;33;33214;64,09;1;Maison;3
11058;2020/02/25;147500;LORMONT;33;33249;71,69;1;Appartement;4
11059;2020/02/25;253000;MARTIGNAS SUR JALLE;33;33273;79;1;Maison;4
11060;2020/02/25;232900;PESSAC;33;33318;73,92;1;Appartement;3
11061;2020/02/25;284000;LE TEICH;33;33527;82,6;1;Maison;4
11062;2020/02/25;200000;VILLENAVE D ORNON;33;33550;67,78;1;Appartement;3
11063;2020/02/25;130580;FRONTIGNAN;34;34108;30,08;1;Maison;3
11064;2020/02/25;159000;FRONTIGNAN;34;34108;67,03;1;Appartement;3
11065;2020/02/25;162000;JACOU;34;34120;45,35;2;Appartement;2
11066;2020/02/25;100000;BEDEE;35;35023;65,2;1;Appartement;3
11067;2020/02/25;180000;CHANTEPIE;35;35055;65,9;1;Appartement;3
11068;2020/02/25;85000;MINIAC-MORVAN;35;35179;54,78;1;Appartement;2
11069;2020/02/25;149635;RENNES;35;35238;26,55;1;Appartement;2
11070;2020/02/25;62700;GRENOBLE;38;38185;24,42;2;Appartement;1
11071;2020/02/25;164549;GRENOBLE;38;38185;70,1;1;Appartement;4
11072;2020/02/25;94000;MEYLAN;38;38229;27,63;1;Appartement;1
11073;2020/02/25;90000;DAX;40;40088;51,64;1;Appartement;2
11074;2020/02/25;79900;BLOIS;41;41018;84,52;2;Appartement;4
11075;2020/02/25;157500;CHAZELLES SUR LYON;42;42059;65,46;1;Appartement;3
11076;2020/02/25;35150;LE COTEAU;42;42071;29,69;2;Appartement;1
11077;2020/02/25;125000;BASSE-GOULAINE;44;44009;41,81;1;Appartement;1
11078;2020/02/25;80000;BATZ-SUR-MER;44;44010;30,29;1;Appartement;1
11079;2020/02/25;212840;LA BAULE-ESCOUBLAC;44;44055;27,83;2;Appartement;1
11080;2020/02/25;106000;PONT-SAINT-MARTIN;44;44130;35;1;Maison;2
11081;2020/02/25;89500;SAINT-NAZAIRE;44;44184;48,03;1;Appartement;2
11082;2020/02/25;133300;ST SEBASTIEN SUR LOIRE;44;44190;46,92;2;Appartement;2
11083;2020/02/25;100500;ORLEANS;45;45234;86,1;2;Appartement;5
11084;2020/02/25;73650;ORLEANS;45;45234;94,56;1;Appartement;5
11085;2020/02/25;192800;ORLEANS;45;45234;122,5;1;Maison;5
11086;2020/02/25;33000;AGEN;47;47001;17,18;1;Appartement;1
11087;2020/02/25;52500;ANGERS;49;49007;110,58;3;Appartement;6
11088;2020/02/25;97500;MURS-ERIGNE;49;49223;63,79;3;Appartement;3
11089;2020/02/25;63800;BARNEVILLE-CARTERET;50;50031;40,5;1;Appartement;2
11090;2020/02/25;328300;CHERBOURG-EN-COTENTIN;50;50129;81,5;1;Appartement;3
11091;2020/02/25;128700;BOUXIERES-AUX-DAMES;54;54090;71,62;1;Appartement;2
11092;2020/02/25;43600;CHAMPIGNEULLES;54;54115;67,5;1;Appartement;3
11093;2020/02/25;83500;PONTIVY;56;56178;55,15;1;Appartement;2
11094;2020/02/25;70000;VILLENEUVE-D'ASCQ;59;59009;21,9;1;Appartement;1
11095;2020/02/25;188000;ARMENTIERES;59;59017;94,33;2;Appartement;4
11096;2020/02/25;113000;HAUBOURDIN;59;59286;64,31;1;Appartement;3
11097;2020/02/25;223400;LILLE;59;59350;52,9;1;Appartement;3
11098;2020/02/25;58000;SIN LE NOBLE;59;59569;40,65;1;Appartement;2
11099;2020/02/25;215000;TARBES;65;65440;53,47;1;Appartement;3
11100;2020/02/25;270250;SAINT-GENIS-LAVAL;69;69204;76,89;1;Appartement;3
11101;2020/02/25;76000;VILLEFRANCHE;69;69264;64,04;2;Appartement;4
11102;2020/02/25;62500;ECHENOZ-LA-MELINE;70;70207;66,3;3;Appartement;3
11103;2020/02/25;44000;CHAMPFLEUR;72;72056;34,24;1;Appartement;2
11104;2020/02/25;73500;LE MANS;72;72181;66,92;1;Appartement;2
11105;2020/02/25;590000;PARIS 01;75;75101;40,2;1;Appartement;2
11106;2020/02/25;429000;PARIS 02;75;75102;33,49;1;Appartement;1
11107;2020/02/25;213000;PARIS 04;75;75104;16,67;1;Appartement;1
11108;2020/02/25;483340;PARIS 04;75;75104;34,43;1;Appartement;1
11109;2020/02/25;750000;PARIS 05;75;75105;82,5;2;Appartement;4
11110;2020/02/25;215000;PARIS 06;75;75106;15,3;1;Appartement;1
11111;2020/02/25;358000;PARIS 06;75;75106;24,17;1;Appartement;1
11112;2020/02/25;2150000;PARIS 06;75;75106;134,5;2;Appartement;4
11113;2020/02/25;383200;PARIS 07;75;75107;27,08;2;Appartement;2
11114;2020/02/25;358000;PARIS 08;75;75108;32,06;1;Appartement;2
11115;2020/02/25;184000;PARIS 09;75;75109;16,81;1;Appartement;1
11116;2020/02/25;1764100;PARIS 09;75;75109;124,95;1;Appartement;5
11117;2020/02/25;548100;PARIS 10;75;75110;50,1;2;Appartement;2
11118;2020/02/25;373000;PARIS 10;75;75110;34,88;2;Appartement;1
11119;2020/02/25;1049200;PARIS 10;75;75110;87,3;2;Appartement;1
11120;2020/02/25;239968;PARIS 11;75;75111;21,56;1;Appartement;1
11121;2020/02/25;97000;PARIS 11;75;75111;9,44;1;Appartement;1
11122;2020/02/25;207000;PARIS 12;75;75112;18,19;1;Appartement;1
11123;2020/02/25;351000;PARIS 13;75;75113;44,3;1;Appartement;2
11124;2020/02/25;316000;PARIS 13;75;75113;35,81;1;Appartement;2
11125;2020/02/25;521000;PARIS 14;75;75114;59,16;1;Appartement;3
11126;2020/02/25;1130000;PARIS 15;75;75115;95,1;1;Appartement;3
11127;2020/02/25;802000;PARIS 15;75;75115;62,39;2;Appartement;2
11128;2020/02/25;288500;PARIS 15;75;75115;23,4;3;Appartement;2
11129;2020/02/25;363000;PARIS 15;75;75115;38,79;1;Appartement;2
11130;2020/02/25;844265;PARIS 16;75;75116;76,02;2;Appartement;3
11131;2020/02/25;620000;PARIS 16;75;75116;58,7;1;Appartement;3
11132;2020/02/25;1298500;PARIS 17;75;75117;87,51;2;Appartement;3
11133;2020/02/25;264000;PARIS 17;75;75117;22,52;1;Appartement;1
11134;2020/02/25;468600;PARIS 17;75;75117;39,55;1;Appartement;2
11135;2020/02/25;204660;PARIS 17;75;75117;18,04;2;Appartement;1
11136;2020/02/25;194000;PARIS 18;75;75118;18,15;1;Appartement;1
11137;2020/02/25;479300;PARIS 18;75;75118;39,92;1;Appartement;2
11138;2020/02/25;610000;PARIS 18;75;75118;55,72;2;Appartement;3
11139;2020/02/25;888000;PARIS 19;75;75119;93,01;1;Appartement;5
11140;2020/02/25;775000;PARIS 19;75;75119;82,4;2;Appartement;2
11141;2020/02/25;179000;PARIS 20;75;75120;17,6;1;Appartement;2
11142;2020/02/25;407800;PARIS 20;75;75120;43,01;2;Appartement;2
11143;2020/02/25;131000;AVON;77;77014;43,32;2;Appartement;2
11144;2020/02/25;200000;CESSON;77;77067;58,59;1;Appartement;3
11145;2020/02/25;413000;LESIGNY;77;77249;151,17;1;Maison;5
11146;2020/02/25;103000;LIEUSAINT;77;77251;37,28;1;Appartement;2
11147;2020/02/25;224000;MEAUX;77;77284;83,8;1;Appartement;5
11148;2020/02/25;113000;MEAUX;77;77284;31,65;1;Appartement;2
11149;2020/02/25;235670;MELUN;77;77288;92,87;1;Appartement;4
11150;2020/02/25;148810;MELUN;77;77288;66,64;1;Appartement;2
11151;2020/02/25;160000;MONTEREAU FAULT YONNE;77;77305;73,09;1;Maison;4
11152;2020/02/25;172000;MONTEVRAIN;77;77307;36,41;1;Appartement;1
11153;2020/02/25;114480;OZOIR LA FERRIERE;77;77350;36,2;1;Appartement;1
11154;2020/02/25;187000;PONTAULT COMBAULT;77;77373;60,85;1;Appartement;3
11155;2020/02/25;175000;TORCY;77;77468;82,12;1;Appartement;4
11156;2020/02/25;198000;VAUX-LE-PENIL;77;77487;88,94;2;Appartement;5
11157;2020/02/25;347000;CONFLANS SAINTE HONORINE;78;78172;138,49;1;Maison;4
11158;2020/02/25;533300;CROISSY SUR SEINE;78;78190;88,13;1;Appartement;3
11159;2020/02/25;112930;ELANCOURT;78;78208;34,62;1;Appartement;1
11160;2020/02/25;68000;MAURECOURT;78;78382;21,14;1;Appartement;1
11161;2020/02/25;133000;MEZY-SUR-SEINE;78;78403;49;1;Appartement;3
11162;2020/02/25;110000;MONTESSON;78;78418;14,19;1;Appartement;3
11163;2020/02/25;725950;SAINT-GERMAIN-EN-LAYE;78;78551;92,61;2;Appartement;3
11164;2020/02/25;91000;SAINT-GERMAIN-EN-LAYE;78;78551;24,26;1;Appartement;1
11165;2020/02/25;245800;THOIRY;78;78616;146,12;1;Maison;3
11166;2020/02/25;133000;VERNEUIL SUR SEINE;78;78642;40,52;1;Appartement;2
11167;2020/02/25;68500;VERSAILLES;78;78646;12,33;1;Appartement;1
11168;2020/02/25;54900;NIORT;79;79191;65,65;2;Appartement;4
11169;2020/02/25;53000;AMIENS;80;80021;25;1;Appartement;2
11170;2020/02/25;191500;AMIENS;80;80021;100,24;1;Appartement;4
11171;2020/02/25;143600;CAYEUX-SUR-MER;80;80182;114,73;4;Maison;5
11172;2020/02/25;64500;MONTAUBAN;82;82121;41,78;1;Appartement;2
11173;2020/02/25;103000;BANDOL;83;83009;22,66;1;Appartement;2
11174;2020/02/25;125000;BORMES-LES-MIMOSAS;83;83019;21,05;1;Appartement;1
11175;2020/02/25;215000;COGOLIN;83;83042;49,96;1;Appartement;2
11176;2020/02/25;128385;FAYENCE;83;83055;18,73;2;Appartement;3
11177;2020/02/25;156800;LE LAVANDOU;83;83070;25,44;2;Appartement;1
11178;2020/02/25;116000;TOULON;83;83137;59,79;2;Appartement;4
11179;2020/02/25;146000;TOULON;83;83137;49;2;Appartement;3
11180;2020/02/25;223000;TOULON;83;83137;69,44;1;Appartement;3
