id_bien;Date mutation;Valeur fonciere;Commune;Code departement;id_codedep_codecom;Surface Carrez du 1er lot;Nombre de lots;Type local;Nombre pieces principales
1;2020/01/02;165000;CHEVRY;01;01103;48,22;2;Appartement;3
2;2020/01/02;355680;ANTIBES;06;06004;39,11;2;Appartement;1
3;2020/01/02;229500;NICE;06;06088;80,25;1;Appartement;3
4;2020/01/02;125000;SAINT LAURENT DU VAR;06;06123;27,51;1;Appartement;1
5;2020/01/02;90000;AUBAGNE;13;13005;47,33;1;Appartement;2
6;2020/01/02;93000;LA CIOTAT;13;13028;25,31;1;Appartement;1
7;2020/01/02;298100;MARSEILLE 8EME;13;13208;70,84;2;Appartement;3
8;2020/01/02;163500;MARSEILLE 12EME;13;13212;67,19;2;Appartement;3
9;2020/01/02;53000;HOULGATE;14;14338;18,89;2;Appartement;1
10;2020/01/02;136000;LISIEUX;14;14366;105,37;2;Maison;4
11;2020/01/02;125900;LA ROCHELLE;17;17300;31,99;1;Appartement;2
12;2020/01/02;234000;BESANCON;25;25056;96,21;1;Maison;5
13;2020/01/02;46210;QUIMPER;29;29232;30,86;2;Appartement;1
14;2020/01/02;129000;SAINT RENAN;29;29260;66,21;2;Appartement;3
15;2020/01/02;122500;TOULOUSE;31;31555;45,58;1;Appartement;2
16;2020/01/02;86025;BORDEAUX;33;33063;23,2;1;Appartement;1
17;2020/01/02;79000;BORDEAUX;33;33063;13,1;1;Appartement;1
18;2020/01/02;81795;CARCANS;33;33097;29;1;Appartement;2
19;2020/01/02;156000;SAINT MEDARD EN JALLES;33;33449;51,4;1;Appartement;2
20;2020/01/02;139900;LUNEL;34;34145;16,79;2;Appartement;1
21;2020/01/02;163870;MARSEILLAN;34;34150;51,4;1;Appartement;2
22;2020/01/02;108100;PEZENAS;34;34199;68,22;1;Appartement;3
23;2020/01/02;205000;MONTLOUIS-SUR-LOIRE;37;37156;88,45;1;Maison;4
24;2020/01/02;94000;TOURS;37;37261;42,94;2;Appartement;2
25;2020/01/02;149500;GRENOBLE;38;38185;76,48;2;Appartement;4
26;2020/01/02;111500;ST-JULIEN-EN-BORN;40;40266;48,23;1;Maison;3
27;2020/01/02;140000;VIEUX BOUCAU-LES-BAINS;40;40328;49,91;1;Appartement;2
28;2020/01/02;122850;REZE;44;44143;46,3;2;Appartement;2
29;2020/01/02;135850;SAINT-NAZAIRE;44;44184;47,24;2;Appartement;2
30;2020/01/02;135500;EPERNAY;51;51230;81,09;2;Appartement;4
31;2020/01/02;71250;NANCY;54;54395;39,69;1;Appartement;2
32;2020/01/02;107000;PLOEMEL;56;56161;43,85;1;Appartement;3
33;2020/01/02;148400;NEVERS;58;58194;108,78;1;Appartement;4
34;2020/01/02;132000;ROUBAIX;59;59512;89,84;3;Appartement;3
35;2020/01/02;107194;BEAUVAIS;60;60057;48,35;1;Appartement;2
36;2020/01/02;57200;CIRES LES MELLO;60;60155;19,11;1;Appartement;1
37;2020/01/02;124770;COMPIEGNE;60;60159;97,39;2;Appartement;5
38;2020/01/02;67000;RANTIGNY;60;60524;31,73;1;Appartement;1
39;2020/01/02;150830;OULLINS;69;69149;49,89;1;Appartement;2
40;2020/01/02;68900;LYON 4EME;69;69384;20,02;1;Appartement;1
41;2020/01/02;120000;EVIAN-LES-BAINS;74;74119;34,86;2;Appartement;2
42;2020/01/02;135460;SAINT GERVAIS LES BAINS;74;74236;39,05;1;Appartement;2
43;2020/01/02;62000;SAINT-JEAN-D'AULPS;74;74238;18,93;1;Appartement;1
44;2020/01/02;281000;THYEZ;74;74278;88,59;1;Appartement;4
45;2020/01/02;357000;PARIS 05;75;75105;30,05;1;Appartement;2
46;2020/01/02;374000;PARIS 10;75;75110;32,3;2;Appartement;2
47;2020/01/02;1147650;PARIS 11;75;75111;120,28;2;Appartement;4
48;2020/01/02;145000;PARIS 11;75;75111;17,94;1;Appartement;2
49;2020/01/02;324120;PARIS 11;75;75111;28,39;1;Appartement;2
50;2020/01/02;408220;PARIS 12;75;75112;18;2;Appartement;2
51;2020/01/02;582670;PARIS 12;75;75112;51,44;1;Appartement;3
52;2020/01/02;80000;PARIS 12;75;75112;10,06;1;Appartement;1
53;2020/01/02;840250;PARIS 15;75;75115;88,3;2;Appartement;4
54;2020/01/02;266000;PARIS 18;75;75118;23,98;1;Appartement;1
55;2020/01/02;473000;PARIS 18;75;75118;53,59;1;Appartement;2
56;2020/01/02;207200;PARIS 18;75;75118;24,3;1;Appartement;2
57;2020/01/02;49000;DIEPPE;76;76217;61,52;2;Appartement;4
58;2020/01/02;101250;MONT-SAINT-AIGNAN;76;76451;57,27;2;Appartement;3
59;2020/01/02;35000;SAINT-VALERY-EN-CAUX;76;76655;23,98;1;Appartement;1
60;2020/01/02;132000;CLAYE-SOUILLY;77;77118;35,32;1;Appartement;2
61;2020/01/02;472950;LOUVECIENNES;78;78350;89,41;1;Appartement;4
62;2020/01/02;478161;MONTIGNY LE BRETONNEUX;78;78423;106,19;2;Appartement;5
63;2020/01/02;153700;SAINT-CYR-L ECOLE;78;78545;67,76;2;Appartement;4
64;2020/01/02;155800;SAINT-CYR-L ECOLE;78;78545;40,55;1;Appartement;2
65;2020/01/02;624000;SAINT-GERMAIN-EN-LAYE;78;78551;84,31;1;Appartement;5
66;2020/01/02;135700;SARTROUVILLE;78;78586;74;1;Appartement;3
67;2020/01/02;196000;VELIZY VILLACOUBLAY;78;78640;49,16;2;Appartement;2
68;2020/01/02;172850;LA GARDE;83;83062;50,74;1;Appartement;2
69;2020/01/02;120500;HYERES;83;83069;20,15;1;Appartement;1
70;2020/01/02;224000;SAINT-CYR-SUR-MER;83;83112;47,52;1;Appartement;2
71;2020/01/02;367000;SANARY SUR MER;83;83123;86,92;1;Maison;5
72;2020/01/02;132840;AVIGNON;84;84007;37,24;1;Appartement;2
73;2020/01/02;78500;CHALLANS;85;85047;43,12;1;Appartement;2
74;2020/01/02;72000;CHASSENEUIL-DU-POITOU;86;86062;30,42;1;Appartement;1
75;2020/01/02;107100;POITIERS;86;86194;71,03;2;Appartement;4
76;2020/01/02;134000;ISLE;87;87075;62,95;1;Appartement;2
77;2020/01/02;68181;LIMOGES;87;87085;43,54;1;Appartement;2
78;2020/01/02;275900;FORGES-LES-BAINS;91;91249;128,34;1;Appartement;5
79;2020/01/02;160000;WISSOUS;91;91689;43,42;1;Appartement;2
80;2020/01/02;267740;COLOMBES;92;92025;49,45;2;Appartement;3
81;2020/01/02;395300;COURBEVOIE;92;92026;62,1;2;Appartement;3
82;2020/01/02;269000;GENNEVILLIERS;92;92036;59,35;1;Appartement;3
83;2020/01/02;406400;LEVALLOIS-PERRET;92;92044;52,85;1;Appartement;2
84;2020/01/02;326500;GAGNY;93;93032;106,31;1;Maison;4
85;2020/01/02;275050;NOISY-LE-GRAND;93;93051;77,93;1;Appartement;4
86;2020/01/02;138000;LES PAVILLONS-SOUS-BOIS;93;93057;46;1;Appartement;2
87;2020/01/02;65000;SEVRAN;93;93071;24,63;1;Appartement;2
88;2020/01/02;185750;LIMEIL-BREVANNES;94;94044;67,1;1;Appartement;3
89;2020/01/02;235000;LA QUEUE-EN-BRIE;94;94060;80;1;Maison;4
90;2020/01/02;176000;LA QUEUE-EN-BRIE;94;94060;48,02;1;Appartement;2
91;2020/01/02;140000;VINCENNES;94;94080;16,37;1;Appartement;1
92;2020/01/02;170950;FRANCONVILLE LA GARENNE;95;95252;72,53;2;Appartement;4
93;2020/01/02;265000;MENUCOURT;95;95388;90,07;1;Maison;5
94;2020/01/02;112000;TAVERNY;95;95607;57,1;2;Appartement;3
95;2020/01/03;102000;MONTLUEL;01;01262;41,82;1;Appartement;1
96;2020/01/03;142000;LAON;02;02408;165,11;4;Appartement;6
97;2020/01/03;164000;MOULINS;03;03190;124,01;3;Appartement;3
98;2020/01/03;33880;ENCHASTRAYES;04;04073;24,32;1;Appartement;1
99;2020/01/03;71000;RIEZ;04;04166;106,43;3;Appartement;4
100;2020/01/03;43000;SISTERON;04;04209;32,89;1;Appartement;1
101;2020/01/03;181875;ANTIBES;06;06004;37,66;1;Appartement;2
102;2020/01/03;240250;CAGNES SUR MER;06;06027;58,42;1;Appartement;3
103;2020/01/03;616900;NICE;06;06088;99,04;2;Appartement;4
104;2020/01/03;212550;NICE;06;06088;30,2;1;Appartement;3
105;2020/01/03;317800;NICE;06;06088;68,75;2;Appartement;3
106;2020/01/03;420000;VILLEFRANCHE-SUR-MER;06;06159;56,05;1;Appartement;2
107;2020/01/03;44000;ROMILLY SUR SEINE;10;10323;55,5;1;Appartement;3
108;2020/01/03;237720;CARNOUX-EN-PROVENCE;13;13119;53,09;1;Appartement;3
109;2020/01/03;146000;MARSEILLE 1ER;13;13201;48,24;1;Appartement;2
110;2020/01/03;69350;MARSEILLE 4EME;13;13204;28,4;1;Appartement;1
111;2020/01/03;121000;MARSEILLE 6EME;13;13206;51,01;1;Appartement;3
112;2020/01/03;70000;MARSEILLE 9EME;13;13209;51,54;1;Appartement;3
113;2020/01/03;145000;CAEN;14;14118;34,83;1;Appartement;2
114;2020/01/03;43000;HONFLEUR;14;14333;12,44;1;Appartement;1
115;2020/01/03;210800;TROUVILLE-SUR-MER;14;14715;53,76;1;Appartement;2
116;2020/01/03;210000;VILLERS-SUR-MER;14;14754;52,82;1;Maison;2
117;2020/01/03;96000;LA ROCHELLE;17;17300;32,18;1;Appartement;1
118;2020/01/03;135000;SAINT-XANDRE;17;17414;49,9;1;Maison;3
119;2020/01/03;37000;LANNION;22;22113;68,3;3;Appartement;4
120;2020/01/03;190000;PERROS-GUIREC;22;22168;54,42;1;Appartement;2
121;2020/01/03;39450;SAINT-BRIEUC;22;22278;64;2;Appartement;4
122;2020/01/03;28500;PERIGUEUX;24;24322;31,05;1;Appartement;1
123;2020/01/03;158800;SAINT VIT;25;25527;127,96;4;Appartement;5
124;2020/01/03;268800;CHARTRES;28;28085;106,03;1;Maison;5
125;2020/01/03;96450;AIGUES-MORTES;30;30003;32,29;1;Appartement;2
126;2020/01/03;28000;ALES;30;30007;39,5;1;Appartement;2
127;2020/01/03;73470;LE GRAU DU ROI;30;30133;20;1;Appartement;1
128;2020/01/03;49500;NIMES;30;30189;60,07;1;Appartement;3
129;2020/01/03;67000;AUCH;32;32013;54;2;Appartement;2
130;2020/01/03;176000;ANDERNOS-LES-BAINS;33;33005;44,12;1;Appartement;2
131;2020/01/03;278300;BORDEAUX;33;33063;61,16;1;Appartement;4
132;2020/01/03;296651;BRUGES;33;33075;86,3;1;Maison;4
133;2020/01/03;159500;VILLENAVE D ORNON;33;33550;39,23;1;Appartement;2
134;2020/01/03;98545;BALARUC LES BAINS;34;34023;24,6;1;Appartement;1
135;2020/01/03;98200;TOURS;37;37261;42,2;1;Appartement;2
136;2020/01/03;110500;TOURS;37;37261;63,1;1;Appartement;3
137;2020/01/03;44500;FONTAINE;38;38169;21;3;Appartement;1
138;2020/01/03;332000;GRENOBLE;38;38185;95,74;2;Appartement;3
139;2020/01/03;221060;LES DEUX ALPES;38;38253;60,55;1;Appartement;3
140;2020/01/03;174845;BISCARROSSE;40;40046;29,78;1;Maison;1
141;2020/01/03;42000;DAX;40;40088;18,63;1;Appartement;1
142;2020/01/03;445000;SOORTS-HOSSEGOR;40;40304;82,35;1;Maison;3
143;2020/01/03;232750;SAINT-MARCELLIN-EN-FOREZ;42;42256;94,39;1;Maison;4
144;2020/01/03;257800;NANTES;44;44109;62,14;2;Appartement;3
145;2020/01/03;125000;ST SEBASTIEN SUR LOIRE;44;44190;47,34;2;Appartement;2
146;2020/01/03;104792,58;THOUARE-SUR-LOIRE;44;44204;42,25;1;Appartement;2
147;2020/01/03;146000;ORLEANS;45;45234;65,71;1;Appartement;3
148;2020/01/03;174000;SAINT-JEAN-LE-BLANC;45;45286;72,37;1;Appartement;1
149;2020/01/03;110000;AGNEAUX;50;50002;57,88;1;Appartement;2
150;2020/01/03;370700;REIMS;51;51454;119,95;1;Appartement;4
151;2020/01/03;62800;NANCY;54;54395;36,6;1;Appartement;2
152;2020/01/03;251105;GAVRES;56;56062;97,51;1;Appartement;3
153;2020/01/03;342700;LA MADELEINE;59;59368;80,09;2;Appartement;3
154;2020/01/03;65000;MARCQ EN BAROEUL;59;59378;29,73;1;Maison;2
155;2020/01/03;133000;RAISMES;59;59491;153,25;1;Maison;5
156;2020/01/03;66370;COMPIEGNE;60;60159;41;1;Appartement;1
157;2020/01/03;594700;COMPIEGNE;60;60159;220,72;1;Maison;8
158;2020/01/03;71000;MARGNY LES COMPIEGNE;60;60382;30,38;1;Appartement;2
159;2020/01/03;140000;MERU;60;60395;72,91;1;Appartement;4
160;2020/01/03;112000;RANTIGNY;60;60524;67,47;1;Appartement;3
161;2020/01/03;121000;ARRAS;62;62041;45,5;1;Appartement;2
162;2020/01/03;109950;RIOM;63;63300;62,72;1;Appartement;2
163;2020/01/03;314500;ALBIGNY-SUR-SAONE;69;69003;108,84;1;Appartement;4
164;2020/01/03;167600;SAINT-GENIS-LAVAL;69;69204;43,25;1;Appartement;2
165;2020/01/03;157080;VILLEFRANCHE;69;69264;78,72;1;Appartement;3
166;2020/01/03;164720;LYON 9EME;69;69389;32,82;1;Appartement;1
167;2020/01/03;273080;LYON 9EME;69;69389;75,31;1;Appartement;3
168;2020/01/03;118650;VESOUL;70;70550;75,87;2;Appartement;4
169;2020/01/03;157000;VESOUL;70;70550;168,38;1;Appartement;4
170;2020/01/03;63885;ARACHES LA FRASSE;74;74014;21,29;1;Appartement;1
171;2020/01/03;255000;SAINT-PAUL-EN-CHABLAIS;74;74249;76,14;1;Appartement;3
172;2020/01/03;445000;PARIS 02;75;75102;36,91;1;Appartement;3
173;2020/01/03;852000;PARIS 03;75;75103;66;1;Appartement;1
174;2020/01/03;335000;PARIS 04;75;75104;25,34;1;Appartement;2
175;2020/01/03;278500;PARIS 05;75;75105;21,34;2;Appartement;1
176;2020/01/03;497270;PARIS 06;75;75106;28,55;1;Appartement;1
177;2020/01/03;1469500;PARIS 07;75;75107;82,62;2;Appartement;3
178;2020/01/03;270000;PARIS 10;75;75110;30,18;1;Appartement;2
179;2020/01/03;434000;PARIS 11;75;75111;58,45;2;Appartement;3
180;2020/01/03;352000;PARIS 11;75;75111;31,12;2;Appartement;2
181;2020/01/03;512000;PARIS 12;75;75112;44,95;1;Appartement;2
182;2020/01/03;246150;PARIS 14;75;75114;25,06;1;Appartement;1
183;2020/01/03;573721;PARIS 15;75;75115;37,38;2;Appartement;2
184;2020/01/03;917350;PARIS 15;75;75115;99,96;3;Appartement;6
185;2020/01/03;625500;PARIS 17;75;75117;63,16;1;Appartement;3
186;2020/01/03;673315;PARIS 17;75;75117;47,12;1;Appartement;2
187;2020/01/03;707350;PARIS 18;75;75118;53,01;1;Appartement;3
188;2020/01/03;461200;PARIS 18;75;75118;52,46;2;Appartement;3
189;2020/01/03;502700;PARIS 18;75;75118;52,24;2;Appartement;2
190;2020/01/03;276000;PARIS 18;75;75118;29,13;1;Appartement;2
191;2020/01/03;638000;PARIS 18;75;75118;67,8;2;Appartement;3
192;2020/01/03;196500;PARIS 20;75;75120;21,01;2;Appartement;1
193;2020/01/03;34500;LE HAVRE;76;76351;19,9;1;Appartement;1
194;2020/01/03;116000;MONTIVILLIERS;76;76447;45,84;2;Appartement;1
195;2020/01/03;93200;MONT-SAINT-AIGNAN;76;76451;39,3;2;Appartement;2
196;2020/01/03;142000;ANNET-SUR-MARNE;77;77005;32,99;1;Appartement;2
197;2020/01/03;98000;AVON;77;77014;24,06;2;Appartement;1
198;2020/01/03;172500;BUSSY-SAINT-GEORGES;77;77058;53,6;1;Appartement;2
199;2020/01/03;141000;BUSSY-SAINT-GEORGES;77;77058;31,42;1;Appartement;1
200;2020/01/03;440000;BUSSY-SAINT-MARTIN;77;77059;111,15;1;Maison;5
201;2020/01/03;131600;FONTENAY-TRESIGNY;77;77192;60,25;1;Appartement;3
202;2020/01/03;205000;LONGPERRIER;77;77259;75,06;1;Maison;4
203;2020/01/03;93800;MELUN;77;77288;33,49;1;Appartement;2
204;2020/01/03;135450;MELUN;77;77288;44,94;1;Appartement;2
205;2020/01/03;102000;PROVINS;77;77379;66,54;1;Appartement;3
206;2020/01/03;185000;ACHERES;78;78005;42,2;1;Appartement;2
207;2020/01/03;196100;MARLY-LE-ROI;78;78372;67,6;2;Appartement;4
208;2020/01/03;212231;MARLY-LE-ROI;78;78372;53,05;2;Appartement;3
209;2020/01/03;113000;MAUREPAS;78;78383;27,81;2;Appartement;1
210;2020/01/03;331000;SAINT-GERMAIN-DE-LA-GRANGE;78;78550;101,85;1;Maison;6
211;2020/01/03;93000;TRAPPES;78;78621;55,06;2;Appartement;3
212;2020/01/03;596370;VERSAILLES;78;78646;80,38;2;Appartement;4
213;2020/01/03;97000;LA VILLE DIEU DU TEMPLE;82;82096;71,05;2;Maison;3
214;2020/01/03;305000;BANDOL;83;83009;37,6;1;Appartement;2
215;2020/01/03;99840;BANDOL;83;83009;15,2;1;Appartement;1
216;2020/01/03;150020;CARQUEIRANNE;83;83034;29,85;1;Appartement;2
217;2020/01/03;300000;LE LAVANDOU;83;83070;64,84;2;Appartement;3
218;2020/01/03;121000;BRETIGNOLLES-SUR-MER;85;85035;37,82;1;Appartement;2
219;2020/01/03;148570;LONGEVILLE-SUR-MER;85;85127;64,41;1;Appartement;3
220;2020/01/03;105840;SABLES-D'OLONNE (LES);85;85194;63,63;1;Appartement;3
221;2020/01/03;138000;SAINT-PHILBERT-DE-BOUAINE;85;85262;88,5;1;Maison;4
222;2020/01/03;33000;RAON L ETAPE;88;88372;81,24;2;Appartement;3
223;2020/01/03;40000;BELFORT;90;90010;42,25;1;Appartement;2
224;2020/01/03;56650;BELFORT;90;90010;56;2;Appartement;3
225;2020/01/03;160000;BRUNOY;91;91114;69,17;2;Appartement;4
226;2020/01/03;360000;ETIOLLES;91;91225;146,94;1;Maison;6
227;2020/01/03;171000;JUVISY SUR ORGE;91;91326;49;2;Appartement;3
228;2020/01/03;213500;MASSY;91;91377;93,02;2;Appartement;5
229;2020/01/03;157500;MONTLHERY;91;91425;40;1;Appartement;2
230;2020/01/03;255680;SAINT-MICHEL-SUR-ORGE;91;91570;115,97;1;Maison;5
231;2020/01/03;244000;SAVIGNY-SUR-ORGE;91;91589;90;1;Maison;2
232;2020/01/03;435000;ASNIERES-SUR-SEINE;92;92004;67,23;1;Appartement;4
233;2020/01/03;254000;ASNIERES-SUR-SEINE;92;92004;40,69;2;Appartement;3
234;2020/01/03;284984;ASNIERES-SUR-SEINE;92;92004;54,2;2;Appartement;2
235;2020/01/03;302000;BOIS-COLOMBES;92;92009;52,47;2;Appartement;3
236;2020/01/03;548000;BOULOGNE-BILLANCOURT;92;92012;65,62;3;Appartement;1
237;2020/01/03;877100;BOULOGNE-BILLANCOURT;92;92012;87,15;2;Appartement;4
238;2020/01/03;213615;BOULOGNE-BILLANCOURT;92;92012;23,8;1;Appartement;1
239;2020/01/03;300800;BOULOGNE-BILLANCOURT;92;92012;31,2;3;Appartement;2
240;2020/01/03;857950;BOULOGNE-BILLANCOURT;92;92012;78,02;2;Appartement;4
241;2020/01/03;380000;BOURG-LA-REINE;92;92014;76,85;3;Appartement;1
242;2020/01/03;318700;CHAVILLE;92;92022;59,73;1;Appartement;3
243;2020/01/03;256760;CLAMART;92;92023;40,8;2;Appartement;3
244;2020/01/03;291262;COLOMBES;92;92025;61,06;2;Appartement;3
245;2020/01/03;161320;COLOMBES;92;92025;38,05;2;Appartement;2
246;2020/01/03;164000;COLOMBES;92;92025;32,02;1;Appartement;2
247;2020/01/03;662300;COURBEVOIE;92;92026;94,32;4;Appartement;4
248;2020/01/03;227600;MEUDON;92;92048;61,97;2;Appartement;3
249;2020/01/03;312450;NANTERRE;92;92050;61,93;2;Appartement;3
250;2020/01/03;348450;RUEIL-MALMAISON;92;92063;25,16;1;Appartement;1
251;2020/01/03;298333;RUEIL-MALMAISON;92;92063;46,75;2;Appartement;2
252;2020/01/03;326200;RUEIL-MALMAISON;92;92063;48,5;2;Appartement;2
253;2020/01/03;349000;VANVES;92;92075;44,17;2;Appartement;2
254;2020/01/03;43000;AUBERVILLIERS;93;93001;35;4;Appartement;2
255;2020/01/03;192000;BAGNOLET;93;93006;30,45;1;Appartement;2
256;2020/01/03;142100;BONDY;93;93010;70,56;1;Appartement;3
257;2020/01/03;572000;MONTREUIL;93;93048;102,46;3;Appartement;6
258;2020/01/03;130000;CACHAN;94;94016;21,13;1;Appartement;1
259;2020/01/03;134000;CHOISY-LE-ROI;94;94022;41,57;1;Appartement;2
260;2020/01/03;209000;FONTENAY-SOUS-BOIS;94;94033;29,07;2;Appartement;1
261;2020/01/03;378850;IVRY-SUR-SEINE;94;94041;68,02;1;Appartement;3
262;2020/01/03;440425;JOINVILLE-LE-PONT;94;94042;73,81;1;Appartement;3
263;2020/01/03;331000;NOGENT-SUR-MARNE;94;94052;50,08;1;Appartement;2
264;2020/01/03;410370;SAINT-MAUR-DES-FOSSES;94;94068;61,93;1;Appartement;3
265;2020/01/03;145000;SUCY-EN-BRIE;94;94071;34,2;1;Appartement;2
266;2020/01/03;218000;VILLEJUIF;94;94076;39,39;2;Appartement;2
267;2020/01/03;269000;VILLIERS-SUR-MARNE;94;94079;84,23;1;Appartement;4
268;2020/01/03;374675;VINCENNES;94;94080;50,6;1;Appartement;3
269;2020/01/03;163000;VINCENNES;94;94080;25,14;1;Appartement;1
270;2020/01/03;224500;EAUBONNE;95;95203;64;1;Appartement;3
271;2020/01/03;159000;ERAGNY-SUR-OISE;95;95218;45,04;1;Appartement;2
272;2020/01/03;195600;ERAGNY-SUR-OISE;95;95218;56,86;1;Appartement;3
273;2020/01/03;240000;PONTOISE;95;95500;77,71;1;Appartement;4
274;2020/01/03;174000;ST OUEN L AUMONE;95;95572;61,05;1;Appartement;3
275;2020/01/04;84000;SISTERON;04;04209;105,71;1;Appartement;4
276;2020/01/04;76100;BLONVILLE-SUR-MER;14;14079;30,09;1;Appartement;2
277;2020/01/04;67750;VILLERS-SUR-MER;14;14754;30,38;1;Appartement;2
278;2020/01/04;75200;NANCY;54;54395;47,04;1;Appartement;2
279;2020/01/04;176000;SALLANCHES;74;74256;63,14;2;Appartement;3
280;2020/01/04;123000;AVON;77;77014;45,61;2;Appartement;2
281;2020/01/04;87900;AMIENS;80;80021;34,99;1;Appartement;1
282;2020/01/04;57200;MOISSAC;82;82112;67,19;2;Appartement;4
283;2020/01/04;74000;ETAMPES;91;91223;31,49;1;Appartement;1
284;2020/01/06;285000;FERNEY-VOLTAIRE;01;01160;82,59;1;Appartement;3
285;2020/01/06;429250;PERON;01;01288;109,22;1;Maison;5
286;2020/01/06;196000;DIGNE-LES-BAINS;04;04070;144,6;1;Appartement;4
287;2020/01/06;443000;CANNES;06;06029;31,21;3;Appartement;2
288;2020/01/06;170000;CAP-D AIL;06;06032;24,58;1;Appartement;1
289;2020/01/06;128600;MANDELIEU-LA-NAPOULE;06;06079;36,6;1;Appartement;2
290;2020/01/06;81000;MENTON;06;06083;29;1;Appartement;1
291;2020/01/06;335000;MENTON;06;06083;54,34;1;Appartement;2
292;2020/01/06;212200;NICE;06;06088;32,83;2;Appartement;2
293;2020/01/06;643815;NICE;06;06088;133,44;2;Appartement;4
294;2020/01/06;113200;ROSIERES PRES TROYES;10;10325;63,58;1;Appartement;3
295;2020/01/06;88000;SAINT JULIEN LES VILLAS;10;10343;50,75;1;Appartement;3
296;2020/01/06;99500;SAINTE SAVINE;10;10362;47,88;3;Appartement;2
297;2020/01/06;90000;SAINTE SAVINE;10;10362;68,03;2;Appartement;3
298;2020/01/06;68600;GRUISSAN;11;11170;23,89;1;Appartement;3
299;2020/01/06;52000;GRUISSAN;11;11170;22,15;1;Appartement;2
300;2020/01/06;207500;AUBAGNE;13;13005;82,72;1;Appartement;5
301;2020/01/06;237000;CASSIS;13;13022;36,8;1;Appartement;3
302;2020/01/06;72200;LA CIOTAT;13;13028;29,29;1;Appartement;1
303;2020/01/06;318000;LA CIOTAT;13;13028;115,53;1;Appartement;4
304;2020/01/06;330850;SAINT SAVOURNIN;13;13101;92,99;1;Maison;3
305;2020/01/06;144950;MARSEILLE 5EME;13;13205;64,45;1;Appartement;3
306;2020/01/06;144000;MARSEILLE 7EME;13;13207;24,89;1;Appartement;3
307;2020/01/06;82000;MARSEILLE 7EME;13;13207;22,71;1;Appartement;1
308;2020/01/06;298000;MARSEILLE 8EME;13;13208;85,37;1;Appartement;4
309;2020/01/06;91000;MARSEILLE 9EME;13;13209;31,28;1;Appartement;1
310;2020/01/06;265000;MARSEILLE 10EME;13;13210;112,09;1;Appartement;5
311;2020/01/06;197000;DEAUVILLE;14;14220;41,78;2;Appartement;2
312;2020/01/06;375000;VILLERS-SUR-MER;14;14754;47,05;2;Appartement;2
313;2020/01/06;104000;BOURGES;18;18033;77,87;2;Appartement;3
314;2020/01/06;173000;BRIVE LA GAILLARDE;19;19031;70,19;1;Appartement;3
315;2020/01/06;275000;SAINT-BRIEUC;22;22278;168,7;1;Appartement;4
316;2020/01/06;160000;ZONZA;2A;2A362;32,16;2;Maison;2
317;2020/01/06;110000;DURFORT-ET-SAINT-MARTIN-DE-;30;30106;82,11;1;Maison;4
318;2020/01/06;53900;NIMES;30;30189;36,29;2;Appartement;1
319;2020/01/06;206300;NIMES;30;30189;65,24;1;Appartement;3
320;2020/01/06;72000;FROUZINS;31;31203;36,46;2;Appartement;2
321;2020/01/06;188900;TOULOUSE;31;31555;60,16;1;Appartement;3
322;2020/01/06;65000;BEGLES;33;33039;56,67;1;Appartement;3
323;2020/01/06;149500;BEGLES;33;33039;50,16;1;Appartement;2
324;2020/01/06;150900;BORDEAUX;33;33063;26,39;1;Appartement;1
325;2020/01/06;90000;SOULAC-SUR-MER;33;33514;35,8;1;Appartement;2
326;2020/01/06;106000;TALENCE;33;33522;20,15;1;Appartement;1
327;2020/01/06;86000;TOULENNE;33;33533;62,55;1;Appartement;2
328;2020/01/06;46000;AGDE;34;34003;23,7;1;Appartement;1
329;2020/01/06;72000;CLERMONT L HERAULT;34;34079;44,14;1;Appartement;2
330;2020/01/06;88000;MEZE;34;34157;59,19;1;Appartement;3
331;2020/01/06;137000;SETE;34;34301;62,66;2;Appartement;3
332;2020/01/06;360000;PACE;35;35210;56,15;1;Appartement;3
333;2020/01/06;33000;RENNES;35;35238;16,54;1;Appartement;1
334;2020/01/06;122450;TOURS;37;37261;65,52;2;Appartement;3
335;2020/01/06;99750;GRENOBLE;38;38185;31;1;Appartement;2
336;2020/01/06;153300;GRENOBLE;38;38185;61,23;1;Appartement;3
337;2020/01/06;172950;GRENOBLE;38;38185;76,75;2;Appartement;3
338;2020/01/06;71530;HUEZ;38;38191;16,3;1;Appartement;1
339;2020/01/06;78000;SAINT-MARTIN-D'HERES;38;38421;60,73;2;Appartement;4
340;2020/01/06;204000;SAINT-MARTIN-D'HERES;38;38421;81,25;1;Appartement;4
341;2020/01/06;155000;TAVAUX;39;39526;97,41;2;Maison;5
342;2020/01/06;134000;DAX;40;40088;85,32;1;Appartement;4
343;2020/01/06;97000;SAINT-PIERRE-DU-MONT;40;40281;45,94;1;Appartement;2
344;2020/01/06;162000;ST-VINCENT-DE-TYROSSE;40;40284;53,22;1;Maison;3
345;2020/01/06;142200;TARNOS;40;40312;65,26;2;Appartement;3
346;2020/01/06;214000;TARNOS;40;40312;91,43;2;Appartement;4
347;2020/01/06;240000;TOSSE;40;40317;74,39;3;Maison;4
348;2020/01/06;120000;ANDREZIEUX-BOUTHEON;42;42005;90,2;1;Appartement;3
349;2020/01/06;75200;ROANNE;42;42187;76,75;2;Appartement;3
350;2020/01/06;33000;ROANNE;42;42187;41,31;2;Appartement;2
