Id_transaction;Surface Carrez du 1er lot;Nombre de lots;Type local;Nombre pieces principales
6688;9,73;1;Appartement;1
6689;11,52;1;Appartement;1
6690;13,08;1;Appartement;1
6691;43,14;2;Appartement;2
6692;31,04;2;Appartement;1
6693;19,39;1;Appartement;1
6694;63,03;2;Appartement;3
6695;37,49;1;Appartement;1
6696;36,69;1;Appartement;2
6697;101,41;1;Appartement;4
6698;68,9;1;Appartement;4
6699;81,85;2;Appartement;4
6700;112,66;1;Appartement;4
6701;41,88;2;Appartement;2
6702;18,83;1;Appartement;1
6703;16,06;1;Appartement;1
6704;25,6;1;Appartement;1
6705;34,32;2;Appartement;2
6706;47,6;1;Appartement;3
6707;29,04;1;Appartement;2
6708;10,08;1;Appartement;1
6709;18,4;1;Appartement;1
6710;136,47;2;Appartement;4
6711;51,04;4;Appartement;3
6712;59,61;1;Appartement;2
6713;71,26;2;Appartement;3
6714;38,8;2;Appartement;4
6715;96,98;1;Maison;5
6716;64,93;1;Appartement;2
6717;61,17;1;Appartement;3
6718;10,59;1;Appartement;1
6719;32,43;1;Appartement;1
6720;94,19;1;Maison;4
6721;53,09;3;Appartement;3
6722;69,93;2;Appartement;3
6723;79,63;2;Appartement;3
6724;53,26;2;Appartement;3
6725;179,99;1;Maison;5
6726;72,2;1;Appartement;3
6727;44,36;2;Appartement;2
6728;70,93;1;Appartement;4
6729;68,96;1;Appartement;3
6730;27,46;1;Appartement;1
6731;74,7;1;Appartement;4
6732;58,43;1;Appartement;3
6733;49,03;2;Appartement;2
6734;58,71;1;Appartement;3
6735;83,04;1;Appartement;4
6736;32,75;1;Appartement;1
6737;11,33;1;Appartement;1
6738;61,89;1;Appartement;3
6739;25,03;1;Appartement;1
6740;101;1;Maison;4
6741;84,62;1;Appartement;4
6742;40,61;1;Appartement;1
6743;48,7;2;Appartement;2
6744;35,25;1;Appartement;2
6745;69;1;Appartement;3
6746;57,16;1;Appartement;2
6747;43,7;1;Appartement;2
6748;71,65;2;Appartement;3
6749;63,26;2;Appartement;4
6750;77,43;1;Maison;4
6751;56,4;2;Appartement;3
6752;18,7;1;Appartement;1
6753;86,4;2;Appartement;5
6754;52,19;1;Appartement;3
6755;48,5;1;Maison;2
6756;60,59;1;Appartement;3
6757;19;1;Appartement;1
6758;27,55;1;Appartement;2
6759;120,25;2;Appartement;4
6760;14,59;1;Appartement;1
6761;51,64;3;Appartement;3
6762;59,28;1;Appartement;2
6763;65,92;2;Appartement;4
6764;78,55;2;Appartement;5
6765;35,95;1;Appartement;2
6766;91,06;2;Appartement;4
6767;62,54;2;Appartement;4
6768;62,76;2;Appartement;3
6769;50,18;2;Appartement;2
6770;18,11;1;Appartement;1
6771;49,03;1;Appartement;2
6772;18,54;1;Appartement;1
6773;63,95;2;Appartement;3
6774;63,84;2;Appartement;4
6775;26,32;1;Appartement;1
6776;38,81;2;Appartement;2
6777;29,09;2;Appartement;2
6778;87,13;1;Maison;5
6779;63;2;Appartement;4
6780;60,82;2;Appartement;4
6781;71,32;1;Appartement;3
6782;64,78;2;Appartement;3
6783;32,23;2;Appartement;1
6784;40,19;2;Appartement;1
6785;78,53;1;Appartement;4
6786;29;2;Appartement;1
6787;75,05;1;Appartement;4
6788;93,65;1;Appartement;4
6789;67,09;2;Appartement;3
6790;47,68;2;Appartement;3
6791;58,39;1;Appartement;3
6792;50;2;Appartement;2
6793;86,42;2;Appartement;4
6794;39,08;1;Appartement;3
6795;56,21;1;Appartement;3
6796;48,47;1;Appartement;2
6797;46;1;Appartement;3
6798;26,97;2;Appartement;1
6799;28,2;2;Appartement;1
6800;40,45;2;Appartement;2
6801;65,73;1;Appartement;3
6802;59,22;1;Appartement;3
6803;60,41;1;Appartement;4
6804;56,36;1;Appartement;3
6805;70;1;Maison;4
6806;53,76;1;Appartement;3
6807;70,78;2;Appartement;3
6808;91,69;1;Appartement;3
6809;42,78;1;Appartement;2
6810;84,97;2;Appartement;3
6811;55,74;1;Maison;3
6812;142,9;1;Appartement;5
6813;80,48;1;Maison;4
6814;86,78;2;Appartement;3
6815;31,31;3;Appartement;1
6816;26,88;1;Appartement;1
6817;21,2;1;Appartement;1
6818;30,03;1;Appartement;2
6819;83,28;1;Appartement;3
6820;81,04;2;Appartement;4
6821;131,09;2;Appartement;4
6822;45,51;1;Appartement;4
6823;102,75;1;Maison;3
6824;67,34;1;Maison;3
6825;29,08;1;Appartement;1
6826;21,46;2;Appartement;1
6827;45,96;3;Appartement;2
6828;61,16;1;Appartement;3
6829;82;2;Appartement;4
6830;37,26;1;Appartement;3
6831;158,37;1;Appartement;2
6832;36,56;1;Appartement;1
6833;32,85;1;Appartement;2
6834;45,02;1;Appartement;2
6835;54;1;Appartement;3
6836;39,27;2;Appartement;2
6837;29,71;1;Appartement;1
6838;64,21;1;Appartement;3
6839;63,67;1;Appartement;3
6840;42,31;1;Appartement;2
6841;26,33;1;Appartement;1
6842;42;2;Appartement;2
6843;35,95;1;Appartement;3
6844;94,9;2;Appartement;3
6845;15,73;1;Appartement;1
6846;37,48;2;Maison;3
6847;19,65;1;Appartement;1
6848;48,38;1;Appartement;2
6849;40,51;2;Appartement;2
6850;15,93;1;Appartement;1
6851;78,88;1;Appartement;4
6852;32,7;1;Appartement;2
6853;70,26;1;Appartement;3
6854;37,73;1;Appartement;2
6855;44,9;1;Appartement;2
6856;48,29;1;Appartement;2
6857;24,44;1;Appartement;1
6858;65,37;1;Maison;3
6859;44,56;1;Maison;3
6860;16,92;1;Appartement;1
6861;56,31;1;Appartement;1
6862;13,7;1;Appartement;1
6863;22,78;1;Appartement;1
6864;63,91;1;Appartement;3
6865;28,16;1;Appartement;2
6866;24,9;1;Appartement;1
6867;25,58;2;Appartement;1
6868;80,7;2;Appartement;5
6869;128,58;1;Maison;5
6870;63,16;1;Appartement;2
6871;64,05;1;Appartement;2
6872;19,76;1;Appartement;1
6873;13,99;1;Appartement;1
6874;15,07;1;Appartement;1
6875;36,65;1;Appartement;2
6876;47,84;2;Appartement;2
6877;46,81;2;Appartement;2
6878;21,6;1;Appartement;1
6879;45,82;2;Appartement;2
6880;23,03;1;Appartement;1
6881;23,27;1;Appartement;1
6882;51,04;1;Appartement;2
6883;62,38;2;Appartement;4
6884;46,94;2;Appartement;2
6885;155;1;Appartement;1
6886;48,33;2;Appartement;2
6887;49,97;1;Appartement;2
6888;30,33;1;Appartement;2
6889;57,85;1;Appartement;3
6890;68,61;1;Appartement;3
6891;80,9;1;Appartement;4
6892;45,22;1;Appartement;2
6893;16,57;1;Appartement;2
6894;83,25;1;Appartement;4
6895;61,1;2;Appartement;3
6896;65,49;2;Appartement;4
6897;16;1;Appartement;1
6898;84,76;1;Appartement;3
6899;20,15;1;Appartement;1
6900;32,2;1;Appartement;2
6901;48,7;1;Appartement;2
6902;114,34;3;Appartement;5
6903;31,58;1;Appartement;2
6904;18,8;1;Appartement;1
6905;83;1;Appartement;4
6906;59,07;1;Appartement;3
6907;71,76;1;Appartement;3
6908;63,18;1;Appartement;3
6909;47,22;3;Appartement;2
6910;44,75;2;Appartement;1
6911;58,96;2;Appartement;3
6912;43,92;1;Appartement;2
6913;67,35;1;Appartement;3
6914;21,71;2;Appartement;1
6915;26,87;1;Appartement;1
6916;81,53;2;Appartement;4
6917;65,33;2;Appartement;3
6918;62,23;2;Appartement;3
6919;59,97;1;Appartement;4
6920;58,27;1;Appartement;2
6921;65,55;4;Appartement;3
6922;127,93;5;Appartement;4
6923;61,88;3;Appartement;3
6924;35,26;1;Appartement;1
6925;60,73;1;Appartement;3
6926;41,6;1;Appartement;3
6927;87,37;2;Appartement;4
6928;74,52;1;Appartement;3
6929;72,7;1;Appartement;3
6930;35,02;1;Appartement;1
6931;18,02;1;Appartement;1
6932;80,79;2;Appartement;4
6933;41,65;2;Appartement;2
6934;32,8;3;Appartement;3
6935;16,54;1;Appartement;1
6936;15,79;1;Appartement;1
6937;51,08;1;Appartement;2
6938;62,01;3;Appartement;3
6939;33,77;1;Appartement;2
6940;27,14;2;Appartement;1
6941;20,68;2;Appartement;2
6942;25,91;2;Appartement;1
6943;15,13;2;Appartement;1
6944;78,17;2;Appartement;4
6945;20,52;1;Appartement;1
6946;36,68;2;Appartement;2
6947;33,08;1;Appartement;2
6948;22,95;1;Appartement;1
6949;19,03;1;Appartement;1
6950;49,76;2;Appartement;2
6951;37,24;1;Appartement;2
6952;13,5;1;Appartement;1
6953;67,05;2;Appartement;3
6954;25,5;1;Appartement;1
6955;44,12;1;Appartement;2
6956;198,84;3;Appartement;6
6957;133,04;2;Appartement;5
6958;15,62;2;Appartement;1
6959;48,1;2;Appartement;3
6960;39,3;1;Appartement;2
6961;18,27;1;Appartement;1
6962;45,47;1;Appartement;3
6963;66,1;4;Appartement;3
6964;35,24;2;Appartement;2
6965;56;2;Appartement;3
6966;46,54;1;Appartement;1
6967;22,58;1;Appartement;1
6968;75,59;2;Appartement;3
6969;18,79;1;Appartement;1
6970;55,55;1;Appartement;2
6971;40,19;1;Appartement;3
6972;63,76;1;Appartement;3
6973;46,38;1;Appartement;2
6974;35,03;1;Appartement;2
6975;64,79;1;Appartement;3
6976;33,62;1;Appartement;2
6977;67,03;1;Appartement;3
6978;43,94;1;Appartement;2
6979;26,67;2;Appartement;1
6980;89,76;2;Appartement;5
6981;71,74;1;Maison;4
6982;20,41;2;Appartement;1
6983;25,97;1;Appartement;1
6984;82,23;2;Appartement;4
6985;108,07;1;Maison;5
6986;60,05;1;Appartement;5
6987;107,97;2;Appartement;6
6988;71,25;2;Appartement;3
6989;74,86;2;Appartement;4
6990;33,08;1;Appartement;3
6991;29,42;1;Appartement;1
6992;69,36;1;Appartement;3
6993;72,01;1;Appartement;4
6994;32,93;1;Appartement;2
6995;67,11;2;Appartement;3
6996;32,83;1;Appartement;2
6997;70,13;1;Maison;5
6998;65,86;2;Appartement;4
6999;64,75;2;Appartement;3
7000;56,81;1;Appartement;3
7001;21,67;1;Appartement;1
7002;60,76;2;Appartement;3
7003;23,23;2;Appartement;1
7004;32,74;1;Appartement;1
7005;30,63;1;Appartement;1
7006;61,89;1;Maison;3
7007;27,33;1;Appartement;2
7008;38,58;1;Appartement;1
7009;22,04;1;Appartement;1
7010;19,14;1;Appartement;1
7011;5153;2;Appartement;3
7012;71,84;2;Appartement;3
7013;72,27;2;Appartement;2
7014;59,05;1;Appartement;3
7015;53,33;1;Appartement;2
7016;44,62;2;Appartement;2
7017;18,41;1;Appartement;1
7018;16,23;1;Appartement;1
7019;25,05;1;Appartement;1
7020;80,89;2;Appartement;3
7021;55,19;1;Appartement;1
7022;18,03;1;Appartement;1
7023;86,76;1;Appartement;4
7024;69,55;3;Appartement;2
7025;12,05;1;Appartement;1
7026;56,28;2;Appartement;3
7027;26,36;1;Appartement;1
7028;154,13;2;Appartement;6
7029;38,9;1;Appartement;2
7030;45,05;2;Appartement;1
7031;79,28;2;Appartement;4
7032;62,13;1;Appartement;3
7033;36,45;1;Appartement;2
7034;32,65;1;Appartement;1
7035;39,14;2;Appartement;1
7036;68,91;2;Appartement;6
7037;108,19;5;Appartement;5
7038;31,14;1;Appartement;2
7039;25,87;1;Appartement;1
7040;64,78;4;Appartement;3
7041;39,16;1;Appartement;2
7042;112,62;1;Appartement;1
7043;40,5;2;Appartement;3
7044;83,87;2;Appartement;4
7045;25,37;1;Appartement;1
7046;69,1;2;Appartement;4
7047;65,61;1;Appartement;3
7048;46,09;2;Appartement;2
7049;96,03;1;Maison;5
7050;29,26;1;Appartement;1
7051;55,01;1;Appartement;3
7052;46,48;1;Appartement;3
7053;70,2;2;Appartement;3
7054;71,78;2;Appartement;3
7055;66,94;2;Appartement;4
7056;57,22;1;Appartement;3
7057;20,57;1;Appartement;1
7058;16,11;1;Appartement;1
7059;28,14;1;Appartement;1
7060;64,34;1;Appartement;3
7061;13,17;5;Appartement;2
7062;77,78;1;Appartement;4
7063;83;1;Appartement;4
7064;80,23;1;Maison;4
7065;80,25;1;Appartement;4
7066;35,32;1;Appartement;2
7067;48,62;2;Appartement;2
7068;133,77;2;Appartement;4
7069;44,48;1;Appartement;2
7070;30,94;1;Appartement;1
7071;29,16;2;Appartement;1
7072;25,55;1;Appartement;2
7073;42,42;1;Appartement;3
7074;34,1;1;Appartement;1
7075;32,15;1;Appartement;2
7076;72,8;1;Appartement;3
7077;22,28;1;Appartement;1
7078;35,5;1;Appartement;2
7079;39,86;1;Appartement;2
7080;49,06;1;Appartement;1
7081;44,39;1;Appartement;2
7082;23,13;1;Appartement;1
7083;33,27;1;Appartement;2
7084;26,41;1;Appartement;2
7085;73,71;1;Appartement;5
7086;26,51;1;Appartement;1
7087;43,2;1;Appartement;2
7088;50,1;1;Appartement;3
7089;59,03;1;Appartement;3
7090;19,3;1;Appartement;0
7091;36,32;1;Appartement;2
7092;31,41;1;Appartement;1
7093;71,5;1;Appartement;3
7094;40,84;1;Maison;3
7095;73,21;1;Appartement;4
7096;35,91;1;Appartement;1
7097;52,15;1;Appartement;2
7098;25,84;1;Appartement;1
7099;26,58;1;Appartement;1
7100;30,85;1;Appartement;1
7101;41,23;1;Appartement;1
7102;100,33;1;Appartement;4
7103;53,63;1;Appartement;1
7104;48,04;1;Appartement;3
7105;78,07;1;Appartement;3
7106;63,49;1;Appartement;2
7107;72,26;1;Appartement;4
7108;41,21;1;Appartement;2
7109;58,03;1;Appartement;2
7110;91,2;1;Appartement;3
7111;54,07;2;Appartement;3
7112;38,36;1;Appartement;2
7113;66,85;1;Appartement;3
7114;75,83;1;Appartement;3
7115;40,32;2;Appartement;2
7116;46,77;1;Appartement;3
7117;57,81;1;Appartement;3
7118;33,65;1;Appartement;1
7119;85,22;2;Maison;4
7120;21,47;1;Appartement;1
7121;70,33;1;Appartement;3
7122;39,83;1;Appartement;2
7123;64,1;1;Appartement;2
7124;45,52;1;Appartement;2
7125;64,07;3;Appartement;3
7126;74,7;1;Maison;4
7127;33,68;1;Appartement;1
7128;24,01;1;Appartement;1
7129;60,02;1;Maison;3
7130;83,86;1;Maison;4
7131;57,06;1;Appartement;2
7132;48,05;1;Appartement;2
7133;106,39;1;Maison;5
7134;43,29;1;Appartement;2
7135;41,55;1;Appartement;2
7136;29,68;2;Appartement;1
7137;83,04;1;Appartement;4
7138;9,2;1;Appartement;1
7139;17,9;1;Appartement;1
7140;52,95;1;Appartement;3
7141;47,75;1;Appartement;2
7142;65,25;1;Appartement;3
7143;59,42;1;Appartement;1
7144;22,66;2;Appartement;1
7145;34,62;1;Appartement;1
7146;109;4;Appartement;5
7147;50,06;1;Appartement;3
7148;90,99;1;Appartement;3
7149;30,58;2;Appartement;2
7150;94,92;1;Appartement;3
7151;84,87;2;Appartement;4
7152;35,95;2;Appartement;1
7153;71,25;1;Appartement;4
7154;59,78;2;Appartement;3
7155;47,46;1;Appartement;2
7156;26,49;1;Maison;2
7157;38,29;1;Appartement;2
7158;64,64;1;Appartement;2
7159;65,89;2;Appartement;3
7160;46,98;1;Appartement;2
7161;36,04;2;Appartement;1
7162;32,78;2;Appartement;1
7163;21,39;1;Appartement;1
7164;72,72;2;Appartement;3
7165;27,48;1;Appartement;1
7166;46,31;1;Appartement;2
7167;69,6;1;Appartement;3
7168;58,05;2;Appartement;3
7169;79,66;1;Appartement;4
7170;65,99;1;Appartement;3
7171;36,68;1;Appartement;2
7172;76,46;1;Appartement;4
7173;22,74;1;Appartement;1
7174;32,79;1;Appartement;1
7175;114,81;1;Maison;6
7176;129,05;3;Appartement;5
7177;109,38;2;Appartement;6
7178;62,22;2;Appartement;3
7179;83,08;1;Appartement;4
7180;48,56;2;Appartement;3
7181;82,3;1;Appartement;4
7182;25,19;1;Appartement;1
7183;37,67;2;Appartement;2
7184;42,95;2;Appartement;2
7185;24,19;1;Appartement;1
7186;85,05;1;Appartement;4
7187;54,73;2;Appartement;3
7188;24,62;1;Appartement;1
7189;46,69;1;Appartement;1
7190;70,59;1;Appartement;3
7191;80,05;1;Appartement;4
7192;64,5;1;Appartement;3
7193;38,41;1;Appartement;3
7194;10,04;1;Appartement;1
7195;71,35;2;Appartement;3
7196;40,04;2;Appartement;2
7197;69,53;2;Appartement;3
7198;27,63;1;Appartement;2
7199;217,8;2;Appartement;6
7200;63,2;2;Appartement;3
7201;126,74;1;Appartement;6
7202;35,04;1;Appartement;2
7203;36,52;1;Appartement;2
7204;102,16;1;Appartement;4
7205;32,05;2;Appartement;2
7206;42,38;2;Appartement;3
7207;68,41;3;Appartement;3
7208;27,71;1;Appartement;2
7209;145,52;2;Appartement;6
7210;45,25;2;Appartement;2
7211;49,92;2;Appartement;2
7212;19,49;1;Appartement;1
7213;35,51;1;Appartement;1
7214;68,47;2;Appartement;4
7215;48,75;2;Appartement;3
7216;32,8;1;Appartement;2
7217;40,31;2;Appartement;2
7218;33;2;Appartement;2
7219;46,05;1;Appartement;2
7220;41,27;1;Appartement;3
7221;66,17;2;Appartement;4
7222;30,46;1;Appartement;1
7223;56,44;1;Appartement;2
7224;22,18;1;Appartement;1
7225;179,72;1;Appartement;7
7226;99,7;1;Appartement;5
7227;40,81;2;Appartement;2
7228;30,03;2;Appartement;1
7229;108,94;2;Appartement;5
7230;89,47;2;Appartement;4
7231;39,3;1;Appartement;2
7232;62,36;2;Appartement;4
7233;16,76;2;Appartement;1
7234;38;1;Appartement;2
7235;18,21;2;Appartement;1
7236;29,27;2;Appartement;1
7237;100,06;2;Appartement;4
7238;32,4;1;Appartement;1
7239;59,99;2;Appartement;3
7240;99,73;1;Maison;5
7241;56,75;1;Appartement;3
7242;16,89;1;Appartement;1
7243;58,83;1;Appartement;3
7244;26,02;1;Appartement;1
7245;66,3;1;Appartement;4
7246;22,23;1;Appartement;2
7247;22,02;1;Appartement;1
7248;34,77;1;Appartement;2
7249;42,67;1;Appartement;2
7250;72,96;1;Appartement;3
7251;76,07;2;Appartement;3
7252;69,55;1;Appartement;4
7253;73;2;Appartement;3
7254;71,73;2;Appartement;3
7255;47,77;1;Appartement;2
7256;44,83;1;Appartement;2
7257;142,65;1;Maison;6
7258;95;1;Appartement;4
7259;30,83;2;Appartement;1
7260;134,32;1;Maison;4
7261;42,45;1;Appartement;2
7262;27,65;1;Appartement;1
7263;21,1;1;Appartement;1
7264;90,37;1;Appartement;2
7265;47,65;1;Appartement;2
7266;64,83;1;Appartement;4
7267;28,85;1;Appartement;2
7268;45,55;2;Appartement;3
7269;46,92;2;Appartement;1
7270;60,66;1;Appartement;3
7271;55,5;1;Appartement;2
7272;67,6;2;Appartement;3
7273;62,39;1;Maison;3
7274;60,09;2;Appartement;2
7275;126,53;1;Maison;4
7276;67,65;1;Appartement;3
7277;74,48;2;Appartement;3
7278;94,6;1;Appartement;4
7279;58,12;1;Appartement;1
7280;38;1;Appartement;2
7281;85,08;3;Appartement;4
7282;66,75;2;Appartement;3
7283;49,95;1;Appartement;2
7284;27,32;1;Appartement;1
7285;20,24;1;Appartement;1
7286;127,12;1;Maison;5
7287;26;1;Appartement;2
7288;94,89;1;Maison;4
7289;51,85;1;Appartement;2
7290;60,56;2;Appartement;3
7291;61,32;1;Appartement;3
7292;31,03;1;Appartement;2
7293;40,08;1;Appartement;3
7294;35,18;2;Appartement;2
7295;97,65;1;Appartement;4
7296;42,3;1;Appartement;2
7297;48,09;4;Appartement;3
7298;60,3;2;Appartement;3
7299;60,85;1;Appartement;3
7300;21,86;1;Appartement;1
7301;19,23;1;Appartement;1
7302;105,06;1;Maison;3
7303;63,89;2;Appartement;3
7304;116,05;2;Appartement;4
7305;27,77;2;Appartement;1
7306;49,17;1;Appartement;2
7307;36,11;2;Appartement;1
7308;56,57;2;Appartement;3
7309;96,02;4;Appartement;4
7310;20,04;1;Appartement;1
7311;54,01;2;Appartement;3
7312;62,92;2;Appartement;3
7313;51,05;2;Appartement;3
7314;83,52;1;Appartement;4
7315;61,1;2;Appartement;3
7316;94,8;2;Appartement;4
7317;123,35;2;Appartement;5
7318;77,47;3;Appartement;4
7319;78,26;2;Appartement;4
7320;47,63;2;Appartement;1
7321;18,51;2;Appartement;1
7322;66,82;2;Appartement;3
7323;71,75;1;Maison;3
7324;18;1;Appartement;1
7325;21,58;1;Appartement;1
7326;21,7;1;Appartement;1
7327;64,47;1;Maison;3
7328;64,01;1;Appartement;3
7329;33,34;2;Appartement;2
7330;10,29;1;Appartement;1
7331;42,91;2;Appartement;2
7332;47,87;1;Appartement;2
7333;33,25;1;Appartement;1
7334;62,23;1;Appartement;3
7335;63,14;1;Appartement;3
7336;55,17;2;Appartement;3
7337;37,61;1;Maison;3
7338;71,27;2;Appartement;3
7339;34,26;2;Appartement;2
7340;22,47;1;Appartement;2
7341;66,29;1;Appartement;4
7342;83,15;1;Appartement;3
7343;42,32;2;Appartement;2
7344;61;2;Appartement;3
7345;51,1;2;Appartement;3
7346;77,2;1;Appartement;4
7347;57;1;Appartement;3
7348;27,03;3;Appartement;1
7349;36,96;2;Appartement;2
7350;77,95;2;Appartement;4
7351;24,42;1;Appartement;2
7352;102,03;1;Maison;3
7353;21,45;2;Appartement;2
7354;49,88;1;Appartement;3
7355;31,05;1;Appartement;2
7356;20,87;2;Appartement;2
7357;115,09;1;Maison;4
7358;67,03;2;Appartement;4
7359;55,14;1;Appartement;2
7360;22,61;2;Appartement;2
7361;42,15;2;Appartement;2
7362;22,93;1;Appartement;1
7363;33,85;1;Appartement;1
7364;65;1;Appartement;3
7365;89,8;1;Appartement;3
7366;79,57;1;Maison;4
7367;65,99;2;Appartement;3
7368;39,62;2;Appartement;2
7369;50,81;1;Appartement;3
7370;44,22;2;Appartement;2
7371;100,3;2;Appartement;4
7372;70,1;2;Maison;3
7373;64,21;1;Appartement;2
7374;94,09;1;Maison;2
7375;95,43;1;Maison;4
7376;48,5;1;Appartement;3
7377;33,49;2;Appartement;1
7378;64,21;1;Appartement;4
7379;20,55;1;Appartement;1
7380;67,22;1;Appartement;3
7381;59,73;1;Appartement;2
7382;79,54;2;Appartement;3
7383;26,52;1;Appartement;1
7384;59,6;1;Appartement;4
7385;68,09;1;Appartement;4
7386;72,22;1;Appartement;3
7387;55,92;1;Appartement;2
7388;39,04;1;Appartement;2
7389;100,01;3;Maison;3
7390;25,39;1;Appartement;1
7391;33,15;2;Appartement;1
7392;26,02;2;Appartement;1
7393;68,12;1;Appartement;3
7394;54,32;2;Appartement;2
7395;178,86;1;Appartement;4
7396;42,1;1;Appartement;2
7397;15,97;1;Appartement;1
7398;23,5;1;Appartement;1
7399;90,31;1;Appartement;3
7400;46,34;1;Appartement;3
7401;75,47;2;Appartement;3
7402;34,63;2;Appartement;1
7403;23,92;1;Appartement;1
7404;32,1;1;Appartement;2
7405;75,05;1;Appartement;4
7406;45,01;1;Appartement;2
7407;65,17;1;Appartement;3
7408;76,22;2;Appartement;3
7409;81,33;2;Appartement;3
7410;67,09;1;Appartement;1
7411;91,22;1;Appartement;4
7412;54,15;1;Appartement;3
7413;23,25;1;Appartement;1
7414;30,43;1;Appartement;2
7415;34,53;1;Maison;1
7416;84,44;1;Appartement;4
7417;66,86;1;Appartement;3
7418;93,52;1;Maison;4
7419;61,63;1;Appartement;3
7420;57,21;2;Appartement;3
7421;52,71;1;Appartement;2
7422;22,33;1;Appartement;1
7423;38,54;2;Appartement;2
7424;53,36;1;Appartement;2
7425;66,01;1;Appartement;3
7426;66,67;1;Appartement;3
7427;71,9;2;Appartement;4
7428;73,85;1;Appartement;5
7429;52,16;1;Maison;4
7430;48;1;Appartement;3
7431;98,39;1;Appartement;4
7432;25,61;1;Appartement;2
7433;40;1;Appartement;2
7434;69,53;2;Appartement;4
7435;77,02;1;Maison;4
7436;61,61;1;Appartement;3
7437;73;1;Maison;3
7438;73,64;2;Appartement;3
7439;28,35;1;Maison;2
7440;67,26;1;Appartement;3
7441;92,48;1;Appartement;4
7442;67,81;2;Appartement;3
7443;63,13;1;Appartement;3
7444;59,66;3;Appartement;3
7445;86,5;2;Appartement;4
7446;138,95;1;Maison;4
7447;41,37;1;Appartement;2
7448;48,11;1;Appartement;2
7449;121,72;2;Appartement;4
7450;13,91;1;Appartement;1
7451;83,98;1;Maison;4
7452;27,63;1;Appartement;1
7453;38,17;2;Appartement;3
7454;86,11;1;Appartement;3
7455;42,05;1;Appartement;2
7456;58,25;1;Appartement;3
7457;35,98;1;Maison;2
7458;34,03;1;Appartement;2
7459;79,7;2;Appartement;5
7460;104,59;3;Appartement;3
7461;48,1;1;Appartement;2
7462;33,39;1;Maison;2
7463;20,91;1;Appartement;1
7464;31,7;1;Appartement;2
7465;67,24;2;Appartement;3
7466;97,15;1;Maison;2
7467;11,5;2;Appartement;3
7468;26,44;1;Appartement;2
7469;24,24;1;Appartement;1
7470;49,27;1;Appartement;3
7471;56,01;1;Maison;3
7472;93,84;1;Maison;4
7473;25,48;1;Appartement;1
7474;33,62;2;Appartement;1
7475;80,09;1;Appartement;4
7476;59,21;1;Appartement;2
7477;82,26;1;Appartement;5
7478;59,59;1;Appartement;3
7479;49,11;1;Appartement;2
7480;69,4;1;Maison;3
7481;79,27;1;Appartement;4
7482;92,62;2;Appartement;4
7483;57,58;1;Appartement;3
7484;196,88;1;Appartement;6
7485;33,12;1;Appartement;2
7486;29,5;1;Appartement;1
7487;104,83;1;Appartement;6
7488;65,76;2;Appartement;4
7489;102,02;1;Appartement;3
7490;83,98;1;Appartement;3
7491;30,97;1;Appartement;1
7492;84,6;3;Appartement;4
7493;29,08;1;Appartement;1
7494;30,78;2;Appartement;1
7495;44,3;2;Appartement;2
7496;54,95;1;Maison;4
7497;48,71;1;Appartement;3
7498;33,3;2;Appartement;2
7499;28,07;1;Appartement;1
7500;33,14;1;Maison;3
7501;76,87;2;Appartement;3
7502;56,25;1;Appartement;3
7503;97,04;1;Appartement;1
7504;103,18;2;Appartement;3
7505;37,66;3;Appartement;1
7506;63,9;2;Appartement;4
7507;59,61;2;Appartement;3
7508;52,09;1;Appartement;2
7509;59,08;1;Appartement;3
7510;18,08;1;Appartement;1
7511;95,75;2;Appartement;3
7512;73,37;1;Appartement;3
7513;18,14;1;Appartement;1
7514;19,1;1;Appartement;1
7515;66,31;1;Appartement;3
7516;23,44;2;Appartement;1
7517;72,5;1;Appartement;3
7518;17,8;1;Appartement;1
7519;68,1;2;Appartement;2
7520;28,69;2;Appartement;1
7521;36,5;1;Appartement;2
7522;98,08;1;Appartement;3
7523;60,08;1;Appartement;3
7524;62,29;1;Appartement;3
7525;92,73;2;Appartement;5
7526;77,7;1;Appartement;5
7527;50,2;1;Appartement;2
7528;38,45;1;Appartement;2
7529;34,08;1;Appartement;2
7530;47,45;2;Appartement;2
7531;82,98;1;Maison;4
7532;34,27;1;Appartement;1
7533;1,76;3;Maison;3
7534;38,85;2;Appartement;2
7535;52,8;1;Appartement;2
7536;51,8;1;Appartement;2
7537;42,7;2;Appartement;2
7538;156,78;1;Maison;5
7539;94,3;1;Maison;4
7540;34,05;1;Appartement;1
7541;48,14;1;Appartement;3
7542;100,76;1;Appartement;5
7543;74,41;1;Appartement;3
7544;94,47;1;Appartement;4
7545;31,43;1;Appartement;2
7546;39,22;1;Appartement;2
7547;52,04;1;Appartement;3
7548;52,89;2;Appartement;3
7549;48,76;1;Appartement;2
7550;55,3;2;Appartement;3
7551;80,26;3;Appartement;3
7552;28,82;2;Appartement;1
7553;100,32;1;Maison;5
7554;22,54;1;Appartement;2
7555;56,61;1;Appartement;2
7556;21,45;1;Appartement;1
7557;91,26;1;Appartement;3
7558;38,11;1;Appartement;1
7559;28,8;1;Appartement;2
7560;61,8;1;Appartement;2
7561;45,7;1;Appartement;2
7562;29,71;2;Appartement;1
7563;97,89;1;Appartement;5
7564;75,77;1;Appartement;3
7565;17,65;1;Appartement;1
7566;11,5;1;Appartement;1
7567;31,64;2;Appartement;2
