Com_code;regrgp_nom;reg_nom;com_nom_maj_court
17185;Province;Nouvelle-Aquitaine;LE GUA
17186;Province;Nouvelle-Aquitaine;LE GUE D ALLERE
17187;Province;Nouvelle-Aquitaine;GUITINIERES
17188;Province;Nouvelle-Aquitaine;HAIMPS
17189;Province;Nouvelle-Aquitaine;HIERS BROUAGE
17190;Province;Nouvelle-Aquitaine;L HOUMEAU
17191;Province;Nouvelle-Aquitaine;LA JARD
17192;Province;Nouvelle-Aquitaine;JARNAC CHAMPAGNE
17193;Province;Nouvelle-Aquitaine;LA JARNE
17194;Province;Nouvelle-Aquitaine;LA JARRIE
17195;Province;Nouvelle-Aquitaine;LA JARRIE AUDOUIN
17196;Province;Nouvelle-Aquitaine;JAZENNES
17197;Province;Nouvelle-Aquitaine;JONZAC
17198;Province;Nouvelle-Aquitaine;JUICQ
17199;Province;Nouvelle-Aquitaine;JUSSAS
17200;Province;Nouvelle-Aquitaine;LAGORD
17201;Province;Nouvelle-Aquitaine;LA LAIGNE
17202;Province;Nouvelle-Aquitaine;LANDES
17203;Province;Nouvelle-Aquitaine;LANDRAIS
17204;Province;Nouvelle-Aquitaine;LEOVILLE
17205;Province;Nouvelle-Aquitaine;LOIRE LES MARAIS
17206;Province;Nouvelle-Aquitaine;LOIRE SUR NIE
17207;Province;Nouvelle-Aquitaine;LOIX
17208;Province;Nouvelle-Aquitaine;LONGEVES
17209;Province;Nouvelle-Aquitaine;LONZAC
17210;Province;Nouvelle-Aquitaine;LORIGNAC
17211;Province;Nouvelle-Aquitaine;LOULAY
17212;Province;Nouvelle-Aquitaine;LOUZIGNAC
17213;Province;Nouvelle-Aquitaine;LOZAY
17214;Province;Nouvelle-Aquitaine;LUCHAT
17215;Province;Nouvelle-Aquitaine;LUSSAC
17216;Province;Nouvelle-Aquitaine;LUSSANT
17217;Province;Nouvelle-Aquitaine;MACQUEVILLE
17218;Province;Nouvelle-Aquitaine;MARANS
17219;Province;Nouvelle-Aquitaine;MARENNES
17220;Province;Nouvelle-Aquitaine;MARIGNAC
17221;Province;Nouvelle-Aquitaine;MARSAIS
17222;Province;Nouvelle-Aquitaine;MARSILLY
17223;Province;Nouvelle-Aquitaine;MASSAC
17224;Province;Nouvelle-Aquitaine;MATHA
17225;Province;Nouvelle-Aquitaine;LES MATHES
17226;Province;Nouvelle-Aquitaine;MAZERAY
17227;Province;Nouvelle-Aquitaine;MAZEROLLES
17228;Province;Nouvelle-Aquitaine;MEDIS
17229;Province;Nouvelle-Aquitaine;MERIGNAC
17230;Province;Nouvelle-Aquitaine;MESCHERS SUR GIRONDE
17231;Province;Nouvelle-Aquitaine;MESSAC
17232;Province;Nouvelle-Aquitaine;MEURSAC
17233;Province;Nouvelle-Aquitaine;MEUX
17234;Province;Nouvelle-Aquitaine;MIGRE
17235;Province;Nouvelle-Aquitaine;MIGRON
17236;Province;Nouvelle-Aquitaine;MIRAMBEAU
17237;Province;Nouvelle-Aquitaine;MOEZE
17238;Province;Nouvelle-Aquitaine;MOINGS
17239;Province;Nouvelle-Aquitaine;MONS
17240;Province;Nouvelle-Aquitaine;MONTENDRE
17241;Province;Nouvelle-Aquitaine;MONTGUYON
17242;Province;Nouvelle-Aquitaine;MONTILS
17243;Province;Nouvelle-Aquitaine;MONTLIEU LA GARDE
17244;Province;Nouvelle-Aquitaine;MONTPELLIER DE MEDILLAN
17245;Province;Nouvelle-Aquitaine;MONTROY
17246;Province;Nouvelle-Aquitaine;MORAGNE
17247;Province;Nouvelle-Aquitaine;MORNAC SUR SEUDRE
17248;Province;Nouvelle-Aquitaine;MORTAGNE SUR GIRONDE
17249;Province;Nouvelle-Aquitaine;MORTIERS
17250;Province;Nouvelle-Aquitaine;MOSNAC
17251;Province;Nouvelle-Aquitaine;MOULONS
17252;Province;Nouvelle-Aquitaine;LE MUNG
17253;Province;Nouvelle-Aquitaine;MURON
17254;Province;Nouvelle-Aquitaine;NACHAMPS
17255;Province;Nouvelle-Aquitaine;NANCRAS
17256;Province;Nouvelle-Aquitaine;NANTILLE
17257;Province;Nouvelle-Aquitaine;NERE
17258;Province;Nouvelle-Aquitaine;NEUILLAC
17259;Province;Nouvelle-Aquitaine;NEULLES
17260;Province;Nouvelle-Aquitaine;NEUVICQ
17261;Province;Nouvelle-Aquitaine;NEUVICQ LE CHATEAU
17262;Province;Nouvelle-Aquitaine;NIEUL LES SAINTES
17263;Province;Nouvelle-Aquitaine;NIEUL LE VIROUIL
17264;Province;Nouvelle-Aquitaine;NIEUL SUR MER
17265;Province;Nouvelle-Aquitaine;NIEULLE SUR SEUDRE
17266;Province;Nouvelle-Aquitaine;LES NOUILLERS
17267;Province;Nouvelle-Aquitaine;NUAILLE D AUNIS
17268;Province;Nouvelle-Aquitaine;NUAILLE SUR BOUTONNE
17269;Province;Nouvelle-Aquitaine;ORIGNOLLES
17270;Province;Nouvelle-Aquitaine;OZILLAC
17271;Province;Nouvelle-Aquitaine;PAILLE
17272;Province;Nouvelle-Aquitaine;PERE
17273;Province;Nouvelle-Aquitaine;PERIGNAC
17274;Province;Nouvelle-Aquitaine;PERIGNY
17275;Province;Nouvelle-Aquitaine;PESSINES
17276;Province;Nouvelle-Aquitaine;LE PIN
17277;Province;Nouvelle-Aquitaine;ST DENIS DU PIN
17278;Province;Nouvelle-Aquitaine;PISANY
17279;Province;Nouvelle-Aquitaine;PLASSAC
17280;Province;Nouvelle-Aquitaine;PLASSAY
17281;Province;Nouvelle-Aquitaine;POLIGNAC
17282;Province;Nouvelle-Aquitaine;POMMIERS MOULONS
17283;Province;Nouvelle-Aquitaine;PONS
17284;Province;Nouvelle-Aquitaine;PONT L ABBE D ARNOULT
17285;Province;Nouvelle-Aquitaine;PORT D ENVAUX
17286;Province;Nouvelle-Aquitaine;LES PORTES EN RE
17287;Province;Nouvelle-Aquitaine;POUILLAC
17288;Province;Nouvelle-Aquitaine;POURSAY GARNAUD
17289;Province;Nouvelle-Aquitaine;PREGUILLAC
17290;Province;Nouvelle-Aquitaine;PRIGNAC
17291;Province;Nouvelle-Aquitaine;PUILBOREAU
17292;Province;Nouvelle-Aquitaine;PUY DU LAC
17293;Province;Nouvelle-Aquitaine;PUYRAVAULT
17294;Province;Nouvelle-Aquitaine;PUYROLLAND
17295;Province;Nouvelle-Aquitaine;REAUX
17296;Province;Nouvelle-Aquitaine;RETAUD
17297;Province;Nouvelle-Aquitaine;RIVEDOUX PLAGE
17298;Province;Nouvelle-Aquitaine;RIOUX
17299;Province;Nouvelle-Aquitaine;ROCHEFORT
17300;Province;Nouvelle-Aquitaine;LA ROCHELLE
17301;Province;Nouvelle-Aquitaine;ROMAZIERES
17302;Province;Nouvelle-Aquitaine;ROMEGOUX
17303;Province;Nouvelle-Aquitaine;LA RONDE
17304;Province;Nouvelle-Aquitaine;ROUFFIAC
17305;Province;Nouvelle-Aquitaine;ROUFFIGNAC
17306;Province;Nouvelle-Aquitaine;ROYAN
17307;Province;Nouvelle-Aquitaine;SABLONCEAUX
17308;Province;Nouvelle-Aquitaine;ST AGNANT
17309;Province;Nouvelle-Aquitaine;ST AIGULIN
17310;Province;Nouvelle-Aquitaine;ST ANDRE DE LIDON
17311;Province;Nouvelle-Aquitaine;ST AUGUSTIN
17312;Province;Nouvelle-Aquitaine;ST BONNET SUR GIRONDE
17313;Province;Nouvelle-Aquitaine;ST BRIS DES BOIS
17314;Province;Nouvelle-Aquitaine;ST CESAIRE
17315;Province;Nouvelle-Aquitaine;ST CHRISTOPHE
17316;Province;Nouvelle-Aquitaine;ST CIERS CHAMPAGNE
17317;Province;Nouvelle-Aquitaine;ST CIERS DU TAILLON
17318;Province;Nouvelle-Aquitaine;ST CLEMENT DES BALEINES
17319;Province;Nouvelle-Aquitaine;STE COLOMBE
17320;Province;Nouvelle-Aquitaine;ST COUTANT LE GRAND
17321;Province;Nouvelle-Aquitaine;ST CREPIN
17322;Province;Nouvelle-Aquitaine;ST CYR DU DORET
17323;Province;Nouvelle-Aquitaine;ST DENIS D OLERON
17324;Province;Nouvelle-Aquitaine;ST DIZANT DU BOIS
17325;Province;Nouvelle-Aquitaine;ST DIZANT DU GUA
17326;Province;Nouvelle-Aquitaine;ST EUGENE
17327;Province;Nouvelle-Aquitaine;ST FELIX
17328;Province;Nouvelle-Aquitaine;ST FORT SUR GIRONDE
17329;Province;Nouvelle-Aquitaine;ST FROULT
17330;Province;Nouvelle-Aquitaine;STE GEMME
17331;Province;Nouvelle-Aquitaine;ST GENIS DE SAINTONGE
17332;Province;Nouvelle-Aquitaine;ST GEORGES ANTIGNAC
17333;Province;Nouvelle-Aquitaine;ST GEORGES DE DIDONNE
17334;Province;Nouvelle-Aquitaine;ST GEORGES DE LONGUEPIERRE
17335;Province;Nouvelle-Aquitaine;ST GEORGES DES AGOUTS
17336;Province;Nouvelle-Aquitaine;ST GEORGES DES COTEAUX
17337;Province;Nouvelle-Aquitaine;ST GEORGES D OLERON
17338;Province;Nouvelle-Aquitaine;ST GEORGES DU BOIS
17339;Province;Nouvelle-Aquitaine;ST GERMAIN DE LUSIGNAN
17340;Province;Nouvelle-Aquitaine;ST GERMAIN DE MARENCENNES
17341;Province;Nouvelle-Aquitaine;ST GERMAIN DE VIBRAC
17342;Province;Nouvelle-Aquitaine;ST GERMAIN DU SEUDRE
17343;Province;Nouvelle-Aquitaine;ST GREGOIRE D ARDENNES
17344;Province;Nouvelle-Aquitaine;ST HILAIRE DE VILLEFRANCHE
17345;Province;Nouvelle-Aquitaine;ST HILAIRE DU BOIS
17346;Province;Nouvelle-Aquitaine;ST HIPPOLYTE
17347;Province;Nouvelle-Aquitaine;ST JEAN D ANGELY
17348;Province;Nouvelle-Aquitaine;ST JEAN D ANGLE
17349;Province;Nouvelle-Aquitaine;ST JEAN DE LIVERSAY
17350;Province;Nouvelle-Aquitaine;ST JULIEN DE L ESCAP
17351;Province;Nouvelle-Aquitaine;ST JUST LUZAC
17352;Province;Nouvelle-Aquitaine;ST LAURENT DE LA BARRIERE
17353;Province;Nouvelle-Aquitaine;ST LAURENT DE LA PREE
17354;Province;Nouvelle-Aquitaine;ST LEGER
17355;Province;Nouvelle-Aquitaine;STE LHEURINE
17356;Province;Nouvelle-Aquitaine;ST LOUP
17357;Province;Nouvelle-Aquitaine;ST MAIGRIN
17358;Province;Nouvelle-Aquitaine;ST MANDE SUR BREDOIRE
17359;Province;Nouvelle-Aquitaine;ST MARD
17360;Province;Nouvelle-Aquitaine;STE MARIE DE RE
17361;Province;Nouvelle-Aquitaine;ST MARTIAL
17362;Province;Nouvelle-Aquitaine;ST MARTIAL DE MIRAMBEAU
17363;Province;Nouvelle-Aquitaine;ST MARTIAL DE VITATERNE
17364;Province;Nouvelle-Aquitaine;ST MARTIAL SUR NE
17365;Province;Nouvelle-Aquitaine;ST MARTIN D ARY
17366;Province;Nouvelle-Aquitaine;ST MARTIN DE COUX
17367;Province;Nouvelle-Aquitaine;ST MARTIN DE JUILLERS
17368;Province;Nouvelle-Aquitaine;ST MARTIN DE LA COUDRE
17369;Province;Nouvelle-Aquitaine;ST MARTIN DE RE
17370;Province;Nouvelle-Aquitaine;ST MAURICE DE LAURENCANNE
17371;Province;Nouvelle-Aquitaine;ST MAURICE DE TAVERNOLE
17372;Province;Nouvelle-Aquitaine;ST MEDARD
17373;Province;Nouvelle-Aquitaine;ST MEDARD D AUNIS
17374;Province;Nouvelle-Aquitaine;STE MEME
17375;Province;Nouvelle-Aquitaine;ST NAZAIRE SUR CHARENTE
17376;Province;Nouvelle-Aquitaine;ST OUEN D AUNIS
17377;Province;Nouvelle-Aquitaine;SAINT OUEN LA THENE
17378;Province;Nouvelle-Aquitaine;ST PALAIS DE NEGRIGNAC
17379;Province;Nouvelle-Aquitaine;ST PALAIS DE PHIOLIN
17380;Province;Nouvelle-Aquitaine;ST PALAIS SUR MER
17381;Province;Nouvelle-Aquitaine;ST PARDOULT
17382;Province;Nouvelle-Aquitaine;ST PIERRE D AMILLY
17383;Province;Nouvelle-Aquitaine;ST PIERRE DE JUILLERS
17384;Province;Nouvelle-Aquitaine;ST PIERRE DE L ISLE
17385;Province;Nouvelle-Aquitaine;ST PIERRE D OLERON
17386;Province;Nouvelle-Aquitaine;ST PIERRE DU PALAIS
17387;Province;Nouvelle-Aquitaine;ST PORCHAIRE
17388;Province;Nouvelle-Aquitaine;ST QUANTIN DE RANCANNE
17389;Province;Nouvelle-Aquitaine;STE RADEGONDE
17390;Province;Nouvelle-Aquitaine;STE RAMEE
17391;Province;Nouvelle-Aquitaine;ST ROGATIEN
17392;Province;Nouvelle-Aquitaine;ST ROMAIN SUR GIRONDE
17393;Province;Nouvelle-Aquitaine;ST ROMAIN DE BENET
17394;Province;Nouvelle-Aquitaine;ST SATURNIN DU BOIS
17395;Province;Nouvelle-Aquitaine;ST SAUVANT
17396;Province;Nouvelle-Aquitaine;ST SAUVEUR D AUNIS
17397;Province;Nouvelle-Aquitaine;ST SAVINIEN
17398;Province;Nouvelle-Aquitaine;ST SEURIN DE PALENNE
17399;Province;Nouvelle-Aquitaine;ST SEURIN D'UZET
17400;Province;Nouvelle-Aquitaine;ST SEVER DE SAINTONGE
17401;Province;Nouvelle-Aquitaine;ST SEVERIN SUR BOUTONNE
17402;Province;Nouvelle-Aquitaine;ST SIGISMOND DE CLERMONT
17403;Province;Nouvelle-Aquitaine;ST SIMON DE BORDES
17404;Province;Nouvelle-Aquitaine;ST SIMON DE PELLOUAILLE
17405;Province;Nouvelle-Aquitaine;ST SORLIN DE CONAC
17406;Province;Nouvelle-Aquitaine;ST SORNIN
17407;Province;Nouvelle-Aquitaine;STE SOULLE
17408;Province;Nouvelle-Aquitaine;ST SULPICE D ARNOULT
17409;Province;Nouvelle-Aquitaine;ST SULPICE DE ROYAN
17410;Province;Nouvelle-Aquitaine;ST THOMAS DE CONAC
17411;Province;Nouvelle-Aquitaine;ST TROJAN LES BAINS
17412;Province;Nouvelle-Aquitaine;ST VAIZE
17413;Province;Nouvelle-Aquitaine;ST VIVIEN
17414;Province;Nouvelle-Aquitaine;ST XANDRE
17415;Province;Nouvelle-Aquitaine;SAINTES
17416;Province;Nouvelle-Aquitaine;SALEIGNES
17417;Province;Nouvelle-Aquitaine;SALIGNAC DE MIRAMBEAU
17418;Province;Nouvelle-Aquitaine;SALIGNAC SUR CHARENTE
17419;Province;Nouvelle-Aquitaine;SALLES LES AULNAY
17420;Province;Nouvelle-Aquitaine;SALLES SUR MER
17421;Province;Nouvelle-Aquitaine;SAUJON
17422;Province;Nouvelle-Aquitaine;SEIGNE
17423;Province;Nouvelle-Aquitaine;SEMILLAC
17424;Province;Nouvelle-Aquitaine;SEMOUSSAC
17425;Province;Nouvelle-Aquitaine;SEMUSSAC
17426;Province;Nouvelle-Aquitaine;LE SEURE
17427;Province;Nouvelle-Aquitaine;SIECQ
17428;Province;Nouvelle-Aquitaine;SONNAC
17429;Province;Nouvelle-Aquitaine;SOUBISE
17430;Province;Nouvelle-Aquitaine;SOUBRAN
17431;Province;Nouvelle-Aquitaine;SOULIGNONNE
17432;Province;Nouvelle-Aquitaine;SOUMERAS
17433;Province;Nouvelle-Aquitaine;SOUSMOULINS
17434;Province;Nouvelle-Aquitaine;SURGERES
17435;Province;Nouvelle-Aquitaine;TAILLANT
17436;Province;Nouvelle-Aquitaine;TAILLEBOURG
17437;Province;Nouvelle-Aquitaine;TALMONT SUR GIRONDE
17438;Province;Nouvelle-Aquitaine;TANZAC
17439;Province;Nouvelle-Aquitaine;TAUGON
17440;Province;Nouvelle-Aquitaine;TERNANT
17441;Province;Nouvelle-Aquitaine;TESSON
17442;Province;Nouvelle-Aquitaine;THAIMS
17443;Province;Nouvelle-Aquitaine;THAIRE
17444;Province;Nouvelle-Aquitaine;THENAC
17445;Province;Nouvelle-Aquitaine;THEZAC
17446;Province;Nouvelle-Aquitaine;THORS
17447;Province;Nouvelle-Aquitaine;LE THOU
17448;Province;Nouvelle-Aquitaine;TONNAY BOUTONNE
17449;Province;Nouvelle-Aquitaine;TONNAY CHARENTE
17450;Province;Nouvelle-Aquitaine;TORXE
17451;Province;Nouvelle-Aquitaine;LES TOUCHES DE PERIGNY
17452;Province;Nouvelle-Aquitaine;LA TREMBLADE
17453;Province;Nouvelle-Aquitaine;TRIZAY
17454;Province;Nouvelle-Aquitaine;TUGERAS ST MAURICE
17455;Province;Nouvelle-Aquitaine;LA VALLEE
17456;Province;Nouvelle-Aquitaine;VALLET
17457;Province;Nouvelle-Aquitaine;VANDRE
17458;Province;Nouvelle-Aquitaine;VANZAC
17459;Province;Nouvelle-Aquitaine;VARAIZE
17460;Province;Nouvelle-Aquitaine;VARZAY
17461;Province;Nouvelle-Aquitaine;VAUX SUR MER
17462;Province;Nouvelle-Aquitaine;VENERAND
17463;Province;Nouvelle-Aquitaine;VERGEROUX
17464;Province;Nouvelle-Aquitaine;VERGNE
17465;Province;Nouvelle-Aquitaine;LA VERGNE
17466;Province;Nouvelle-Aquitaine;VERINES
17467;Province;Nouvelle-Aquitaine;VERVANT
17468;Province;Nouvelle-Aquitaine;VIBRAC
17469;Province;Nouvelle-Aquitaine;VILLARS EN PONS
17470;Province;Nouvelle-Aquitaine;VILLARS LES BOIS
17471;Province;Nouvelle-Aquitaine;LA VILLEDIEU
17472;Province;Nouvelle-Aquitaine;VILLEDOUX
17473;Province;Nouvelle-Aquitaine;VILLEMORIN
17474;Province;Nouvelle-Aquitaine;VILLENEUVE LA COMTESSE
17475;Province;Nouvelle-Aquitaine;VILLENOUVELLE
17476;Province;Nouvelle-Aquitaine;VILLEXAVIER
17477;Province;Nouvelle-Aquitaine;VILLIERS COUTURE
17478;Province;Nouvelle-Aquitaine;VINAX
17479;Province;Nouvelle-Aquitaine;VIROLLET
17480;Province;Nouvelle-Aquitaine;VIRSON
17481;Province;Nouvelle-Aquitaine;VOISSAY
17482;Province;Nouvelle-Aquitaine;VOUHE
17483;Province;Nouvelle-Aquitaine;YVES
17484;Province;Nouvelle-Aquitaine;PORT DES BARQUES
17485;Province;Nouvelle-Aquitaine;LE GRAND VILLAGE PLAGE
17486;Province;Nouvelle-Aquitaine;LA BREE LES BAINS
18001;Province;Centre-Val de Loire;ACHERES
18002;Province;Centre-Val de Loire;AINAY LE VIEIL
18003;Province;Centre-Val de Loire;LES AIX D ANGILLON
18004;Province;Centre-Val de Loire;ALLOGNY
18005;Province;Centre-Val de Loire;ALLOUIS
18006;Province;Centre-Val de Loire;ANNOIX
18007;Province;Centre-Val de Loire;APREMONT SUR ALLIER
18008;Province;Centre-Val de Loire;ARCAY
18009;Province;Centre-Val de Loire;ARCOMPS
18010;Province;Centre-Val de Loire;ARDENAIS
18011;Province;Centre-Val de Loire;ARGENT SUR SAULDRE
18012;Province;Centre-Val de Loire;ARGENVIERES
18013;Province;Centre-Val de Loire;ARPHEUILLES
18014;Province;Centre-Val de Loire;ASSIGNY
18015;Province;Centre-Val de Loire;AUBIGNY SUR NERE
18016;Province;Centre-Val de Loire;AUBINGES
18017;Province;Centre-Val de Loire;AUGY SUR AUBOIS
18018;Province;Centre-Val de Loire;AVORD
18019;Province;Centre-Val de Loire;AZY
18020;Province;Centre-Val de Loire;BANNAY
18021;Province;Centre-Val de Loire;BANNEGON
18022;Province;Centre-Val de Loire;BARLIEU
18023;Province;Centre-Val de Loire;BAUGY
18024;Province;Centre-Val de Loire;BEDDES
18025;Province;Centre-Val de Loire;BEFFES
18026;Province;Centre-Val de Loire;BELLEVILLE SUR LOIRE
18027;Province;Centre-Val de Loire;BENGY SUR CRAON
18028;Province;Centre-Val de Loire;BERRY BOUY
18029;Province;Centre-Val de Loire;BESSAIS LE FROMENTAL
18030;Province;Centre-Val de Loire;BLANCAFORT
18031;Province;Centre-Val de Loire;BLET
18032;Province;Centre-Val de Loire;BOULLERET
18033;Province;Centre-Val de Loire;BOURGES
18034;Province;Centre-Val de Loire;BOUZAIS
18035;Province;Centre-Val de Loire;BRECY
18036;Province;Centre-Val de Loire;BRINAY
18037;Province;Centre-Val de Loire;BRINON SUR SAULDRE
18038;Province;Centre-Val de Loire;BRUERE ALLICHAMPS
18039;Province;Centre-Val de Loire;BUE
18040;Province;Centre-Val de Loire;BUSSY
18041;Province;Centre-Val de Loire;LA CELETTE
18042;Province;Centre-Val de Loire;LA CELLE
18043;Province;Centre-Val de Loire;LA CELLE CONDE
18044;Province;Centre-Val de Loire;CERBOIS
18045;Province;Centre-Val de Loire;CHALIVOY MILON
18046;Province;Centre-Val de Loire;CHAMBON
18047;Province;Centre-Val de Loire;LA CHAPELLE D ANGILLON
18048;Province;Centre-Val de Loire;LA CHAPELLE HUGON
18049;Province;Centre-Val de Loire;LA CHAPELLE MONTLINARD
18050;Province;Centre-Val de Loire;LA CHAPELLE ST URSIN
18051;Province;Centre-Val de Loire;LA CHAPELOTTE
18052;Province;Centre-Val de Loire;CHARENTON DU CHER
18053;Province;Centre-Val de Loire;CHARENTONNAY
18054;Province;Centre-Val de Loire;CHARLY
18055;Province;Centre-Val de Loire;CHAROST
18056;Province;Centre-Val de Loire;CHASSY
18057;Province;Centre-Val de Loire;CHATEAUMEILLANT
18058;Province;Centre-Val de Loire;CHATEAUNEUF SUR CHER
18059;Province;Centre-Val de Loire;LE CHATELET
18060;Province;Centre-Val de Loire;CHAUMONT
18061;Province;Centre-Val de Loire;CHAUMOUX MARCILLY
18062;Province;Centre-Val de Loire;LE CHAUTAY
18063;Province;Centre-Val de Loire;CHAVANNES
18064;Province;Centre-Val de Loire;CHERY
18065;Province;Centre-Val de Loire;CHEZAL BENOIT
18066;Province;Centre-Val de Loire;CIVRAY
18067;Province;Centre-Val de Loire;CLEMONT
18068;Province;Centre-Val de Loire;COGNY
18069;Province;Centre-Val de Loire;COLOMBIERS
18070;Province;Centre-Val de Loire;CONCRESSAULT
18071;Province;Centre-Val de Loire;CONTRES
18072;Province;Centre-Val de Loire;CORNUSSE
18073;Province;Centre-Val de Loire;CORQUOY
18074;Province;Centre-Val de Loire;COUARGUES
18075;Province;Centre-Val de Loire;COURS LES BARRES
18076;Province;Centre-Val de Loire;COUST
18077;Province;Centre-Val de Loire;COUY
18078;Province;Centre-Val de Loire;CREZANCAY SUR CHER
18079;Province;Centre-Val de Loire;CREZANCY EN SANCERRE
18080;Province;Centre-Val de Loire;CROISY
18081;Province;Centre-Val de Loire;CROSSES
18082;Province;Centre-Val de Loire;CUFFY
18083;Province;Centre-Val de Loire;CULAN
18084;Province;Centre-Val de Loire;DAMPIERRE EN CROT
18085;Province;Centre-Val de Loire;DAMPIERRE EN GRACAY
18086;Province;Centre-Val de Loire;DREVANT
18087;Province;Centre-Val de Loire;DUN SUR AURON
18088;Province;Centre-Val de Loire;ENNORDRES
18089;Province;Centre-Val de Loire;EPINEUIL LE FLEURIEL
18090;Province;Centre-Val de Loire;ETRECHY
18091;Province;Centre-Val de Loire;FARGES ALLICHAMPS
18092;Province;Centre-Val de Loire;FARGES EN SEPTAINE
18093;Province;Centre-Val de Loire;FAVERDINES
18094;Province;Centre-Val de Loire;FEUX
18095;Province;Centre-Val de Loire;FLAVIGNY
18096;Province;Centre-Val de Loire;FOECY
18097;Province;Centre-Val de Loire;FUSSY
18098;Province;Centre-Val de Loire;GARDEFORT
18099;Province;Centre-Val de Loire;GARIGNY
18100;Province;Centre-Val de Loire;GENOUILLY
18101;Province;Centre-Val de Loire;GERMIGNY L EXEMPT
18102;Province;Centre-Val de Loire;GIVARDON
18103;Province;Centre-Val de Loire;GRACAY
18104;Province;Centre-Val de Loire;GROISES
18105;Province;Centre-Val de Loire;GRON
18106;Province;Centre-Val de Loire;GROSSOUVRE
18107;Province;Centre-Val de Loire;LA GROUTTE
18108;Province;Centre-Val de Loire;LA GUERCHE SUR L AUBOIS
18109;Province;Centre-Val de Loire;HENRICHEMONT
18110;Province;Centre-Val de Loire;HERRY
18111;Province;Centre-Val de Loire;HUMBLIGNY
18112;Province;Centre-Val de Loire;IDS ST ROCH
18113;Province;Centre-Val de Loire;IGNOL
18114;Province;Centre-Val de Loire;INEUIL
18115;Province;Centre-Val de Loire;IVOY LE PRE
18116;Province;Centre-Val de Loire;JALOGNES
18117;Province;Centre-Val de Loire;JARS
18118;Province;Centre-Val de Loire;JOUET SUR L AUBOIS
18119;Province;Centre-Val de Loire;JUSSY CHAMPAGNE
18120;Province;Centre-Val de Loire;JUSSY LE CHAUDRIER
18121;Province;Centre-Val de Loire;LANTAN
18122;Province;Centre-Val de Loire;LAPAN
18123;Province;Centre-Val de Loire;LAVERDINES
18124;Province;Centre-Val de Loire;LAZENAY
18125;Province;Centre-Val de Loire;LERE
18126;Province;Centre-Val de Loire;LEVET
18127;Province;Centre-Val de Loire;LIGNIERES
18128;Province;Centre-Val de Loire;LIMEUX
18129;Province;Centre-Val de Loire;LISSAY LOCHY
18130;Province;Centre-Val de Loire;LOYE SUR ARNON
18131;Province;Centre-Val de Loire;LUGNY BOURBONNAIS
18132;Province;Centre-Val de Loire;LUGNY CHAMPAGNE
18133;Province;Centre-Val de Loire;LUNERY
18134;Province;Centre-Val de Loire;LURY SUR ARNON
18135;Province;Centre-Val de Loire;MAISONNAIS
18136;Province;Centre-Val de Loire;MARCAIS
18137;Province;Centre-Val de Loire;MAREUIL SUR ARNON
18138;Province;Centre-Val de Loire;MARMAGNE
18139;Province;Centre-Val de Loire;MARSEILLES LES AUBIGNY
18140;Province;Centre-Val de Loire;MASSAY
18141;Province;Centre-Val de Loire;MEHUN SUR YEVRE
18142;Province;Centre-Val de Loire;MEILLANT
18143;Province;Centre-Val de Loire;MENETOU COUTURE
18144;Province;Centre-Val de Loire;MENETOU RATEL
18145;Province;Centre-Val de Loire;MENETOU SALON
18146;Province;Centre-Val de Loire;MENETREOL SOUS SANCERRE
18147;Province;Centre-Val de Loire;MENETREOL SUR SAULDRE
18148;Province;Centre-Val de Loire;MEREAU
18149;Province;Centre-Val de Loire;MERY ES BOIS
18150;Province;Centre-Val de Loire;MERY SUR CHER
18151;Province;Centre-Val de Loire;MONTIGNY
18152;Province;Centre-Val de Loire;MONTLOUIS
18153;Province;Centre-Val de Loire;MORLAC
18154;Province;Centre-Val de Loire;MORNAY BERRY
18155;Province;Centre-Val de Loire;MORNAY SUR ALLIER
18156;Province;Centre-Val de Loire;MOROGUES
18157;Province;Centre-Val de Loire;MORTHOMIERS
18158;Province;Centre-Val de Loire;MOULINS SUR YEVRE
18159;Province;Centre-Val de Loire;NANCAY
18160;Province;Centre-Val de Loire;NERONDES
18161;Province;Centre-Val de Loire;NEUILLY EN DUN
18162;Province;Centre-Val de Loire;NEUILLY EN SANCERRE
18163;Province;Centre-Val de Loire;NEUVY DEUX CLOCHERS
18164;Province;Centre-Val de Loire;NEUVY LE BARROIS
18165;Province;Centre-Val de Loire;NEUVY SUR BARANGEON
18166;Province;Centre-Val de Loire;NOHANT EN GOUT
18167;Province;Centre-Val de Loire;NOHANT EN GRACAY
18168;Province;Centre-Val de Loire;LE NOYER
18169;Province;Centre-Val de Loire;NOZIERES
18170;Province;Centre-Val de Loire;OIZON
18171;Province;Centre-Val de Loire;ORCENAIS
18172;Province;Centre-Val de Loire;ORVAL
18173;Province;Centre-Val de Loire;OSMERY
18174;Province;Centre-Val de Loire;OSMOY
18175;Province;Centre-Val de Loire;OUROUER LES BOURDELINS
18176;Province;Centre-Val de Loire;PARASSY
18177;Province;Centre-Val de Loire;PARNAY
18178;Province;Centre-Val de Loire;LA PERCHE
18179;Province;Centre-Val de Loire;PIGNY
18180;Province;Centre-Val de Loire;PLAIMPIED GIVAUDINS
18181;Province;Centre-Val de Loire;PLOU
18182;Province;Centre-Val de Loire;POISIEUX
18183;Province;Centre-Val de Loire;LE PONDY
18184;Province;Centre-Val de Loire;PRECY
