Codedep_com;COM;PTOT;
02582;Paissy;78;
02583;Pancy-Courtecon;56;
02584;Papleux;127;
02585;Parcy-et-Tigny;266;
02586;Parfondeval;145;
02587;Parfondru;362;
02588;Pargnan;70;
02589;Pargny-Filain;261;
02590;Pargny-la-Dhuys;173;
02591;Pargny-les-Bois;136;
02592;Parpeville;196;
02593;Pasly;1085;
02594;Passy-en-Valois;138;
02595;Passy-sur-Marne;133;
02596;Pavant;778;
02598;Pernant;687;
02599;Pierremande;258;
02600;Pierrepont;352;
02601;Pignicourt;199;
02602;Pinon;1725;
02604;Pithon;85;
02605;Pleine-Selve;197;
02606;Le Plessier-Huleu;73;
02607;Ploisy;81;
02608;Plomion;475;
02609;Ployart-et-Vaurseine;20;
02610;Pommiers;747;
02612;Pont-Arcy;128;
02613;Pontavert;616;
02614;Pontru;272;
02615;Pontruet;365;
02616;Pont-Saint-Mard;214;
02617;Pouilly-sur-Serre;512;
02618;Prémont;706;
02619;Prémontré;658;
02620;Presles-et-Boves;356;
02621;Presles-et-Thierny;394;
02622;Priez;54;
02623;Prisces;100;
02624;Proisy;341;
02625;Proix;144;
02626;Prouvais;341;
02627;Proviseux-et-Plesnoy;126;
02628;Puiseux-en-Retz;223;
02629;Puisieux-et-Clanlieu;323;
02631;Quierzy;416;
02632;Quincy-Basse;58;
02633;Quincy-sous-le-Mont;60;
02634;Raillimont;86;
02635;Ramicourt;151;
02636;Regny;204;
02637;Remaucourt;303;
02638;Remies;238;
02639;Remigny;353;
02640;Renansart;161;
02641;Renneval;115;
02642;Résigny;176;
02643;Ressons-le-Long;777;
02644;Retheuil;359;
02645;Reuilly-Sauvigny;201;
02647;Ribeauville;60;
02648;Ribemont;1975;
02649;Rocourt-Saint-Martin;311;
02650;Rocquigny;363;
02651;Rogécourt;107;
02652;Rogny;105;
02653;Romeny-sur-Marne;513;
02654;Romery;83;
02655;Ronchères;135;
02656;Roucy;404;
02657;Rougeries;254;
02658;Roupy;244;
02659;Rouvroy;517;
02660;Rouvroy-sur-Serre;40;
02661;Royaucourt-et-Chailvet;257;
02662;Rozet-Saint-Albin;331;
02663;Rozières-sur-Crise;226;
02664;Rozoy-Bellevalle;126;
02665;Grand-Rozoy;305;
02666;Rozoy-sur-Serre;1019;
02667;Saconin-et-Breuil;209;
02668;Sains-Richaumont;1078;
02670;Saint-Algis;151;
02671;Saint-Aubin;292;
02672;Saint-Bandry;265;
02673;Saint-Christophe-Ã -Berry;451;
02674;Saint-Clément;48;
02675;Sainte-Croix;134;
02676;Saint-Erme-Outre-et-Ramecourt;1756;
02677;Saint-Eugène;243;
02678;Sainte-Geneviève;68;
02679;Saint-Gengoulph;154;
02680;Saint-Gobain;2331;
02681;Saint-Gobert;284;
02682;Saint-Mard;117;
02683;Saint-Martin-Rivière;113;
02684;Saint-Michel;3371;
02685;Saint-Nicolas-aux-Bois;121;
02686;Saint-Paul-aux-Bois;377;
02687;Saint-Pierre-Aigle;342;
02688;Saint-Pierre-lès-Franqueville;52;
02689;Saint-Pierremont;42;
02690;Sainte-Preuve;81;
02691;Saint-Quentin;54851;
02693;Saint-Rémy-Blanzy;224;
02694;Saint-Simon;651;
02695;Saint-Thibaut;81;
02696;Saint-Thomas;79;
02697;Samoussy;389;
02698;Sancy-les-Cheminots;103;
02699;Saponay;283;
02701;Saulchery;716;
02702;Savy;624;
02703;Seboncourt;1096;
02704;Selens;251;
02705;La Selve;216;
02706;Septmonts;577;
02707;Septvaux;181;
02708;Sequehart;223;
02709;Serain;415;
02710;Seraucourt-le-Grand;760;
02711;Serches;300;
02712;Sergy;145;
02713;Seringes-et-Nesles;274;
02714;Sermoise;360;
02715;Serval;48;
02716;Servais;295;
02717;Séry-lès-Mézières;603;
02718;Silly-la-Poterie;124;
02719;Sinceny;2069;
02720;Sissonne;2108;
02721;Sissy;478;
02722;Soissons;29363;
02723;Soize;99;
02724;Sommelans;62;
02725;Sommeron;145;
02726;Sommette-Eaucourt;184;
02727;Sons-et-Ronchères;224;
02728;Sorbais;268;
02729;Soucy;82;
02730;Soupir;273;
02731;Le Sourd;173;
02732;Surfontaine;104;
02734;Taillefontaine;280;
02735;Tannières;17;
02736;Tartiers;172;
02737;Tavaux-et-Pontséricourt;564;
02738;Tergnier;13788;
02739;Terny-Sorny;342;
02740;Thenailles;227;
02741;Thenelles;544;
02742;Thiernu;114;
02743;Le Thuel;159;
02744;Torcy-en-Valois;74;
02745;Toulis-et-Attencourt;122;
02746;Travecy;666;
02747;Trefcon;83;
02748;Trélou-sur-Marne;963;
02749;TroÃ«snes;226;
02750;Trosly-Loire;591;
02751;Trucy;146;
02752;Tugny-et-Pont;286;
02753;Tupigny;332;
02754;Ugny-le-Gay;188;
02755;Urcel;599;
02756;Urvillers;696;
02757;Vadencourt;537;
02758;Vailly-sur-Aisne;2049;
02759;La Vallée-au-Blé;373;
02760;La Vallée-Mulâtre;145;
02761;Variscourt;215;
02762;Vassens;144;
02763;Vasseny;223;
02764;Vassogne;91;
02765;Vaucelles-et-Beffecourt;256;
02766;Vaudesson;241;
02767;Vauxrezis;325;
02768;Vauxaillon;548;
02769;Vaux-Andigny;912;
02770;Vauxbuin;808;
02772;Vaux-en-Vermandois;161;
02773;Vauxtin;39;
02774;Vendelles;119;
02775;Vendeuil;953;
02776;Vendhuile;570;
02777;Vendières;149;
02778;Vendresse-Beaulne;98;
02779;Vénérolles;222;
02780;Venizel;1395;
02781;Verdilly;469;
02782;Le Verguier;222;
02783;Grand-Verly;138;
02784;Petit-Verly;138;
02785;Vermand;1130;
02786;Verneuil-sous-Coucy;129;
02787;Verneuil-sur-Serre;260;
02788;Versigny;467;
02789;Vervins;2683;
02790;Vesles-et-Caumont;241;
02791;Veslud;265;
02792;Veuilly-la-Poterie;164;
02793;Vézaponin;120;
02794;Vézilly;192;
02795;Vic-sur-Aisne;1636;
02796;Vichel-Nanteuil;83;
02797;Viel-Arcy;173;
02798;Viels-Maisons;1240;
02799;Vierzy;416;
02800;Viffort;318;
02801;Vigneux-Hocquet;275;
02802;La Ville-aux-Bois-lès-Dizy;209;
02803;La Ville-aux-Bois-lès-Pontavert;151;
02804;Villemontoire;189;
02805;Villeneuve-Saint-Germain;2593;
02806;Villeneuve-sur-Fère;299;
02807;Villequier-Aumont;680;
02808;Villeret;294;
02809;Villers-Agron-Aiguizy;72;
02810;Villers-Cotterêts;10841;
02812;Villers-Hélon;213;
02813;Villers-le-Sec;260;
02814;Villers-lès-Guise;162;
02815;Villers-Saint-Christophe;447;
02816;Villers-sur-Fère;537;
02817;Ville-Savoye;83;
02818;Villiers-Saint-Denis;1177;
02819;Vincy-Reuil-et-Magny;117;
02820;Viry-Noureuil;1731;
02821;Vivaise;701;
02822;Vivières;403;
02823;Voharies;74;
02824;Vorges;383;
02826;Voulpaix;363;
02827;Voyenne;317;
02828;Vregny;94;
02829;Vuillery;43;
02830;Wassigny;971;
02831;Watigny;385;
02832;Wiège-Faty;194;
02833;Wimy;515;
02834;Wissignicourt;175;
03001;Abrest;2964;
03002;Agonges;321;
03003;Ainay-le-Château;1014;
03004;Andelaroche;260;
03005;Archignat;341;
03006;Arfeuilles;650;
03007;Arpheuilles-Saint-Priest;364;
03008;Arronnes;386;
03009;Aubigny;171;
03010;Audes;437;
03011;AurouÃ«r;430;
03012;Autry-Issards;328;
03013;Avermes;4049;
03014;Avrilly;139;
03015;Bagneux;339;
03016;Barberier;145;
03017;Barrais-Bussolles;195;
03018;Bayet;699;
03019;Beaulon;1664;
03020;Beaune-d'Allier;301;
03021;Bègues;226;
03022;Bellenaves;1014;
03023;Bellerive-sur-Allier;8972;
03024;Bert;243;
03025;Bessay-sur-Allier;1359;
03026;Besson;779;
03027;Bézenet;952;
03028;Billezois;371;
03029;Billy;795;
03030;Biozat;871;
03031;Bizeneuille;300;
03032;Blomard;246;
03033;Bost;185;
03034;Boucé;508;
03035;Le Bouchaud;216;
03036;Bourbon-l'Archambault;2644;
03037;Braize;261;
03038;Bransat;529;
03039;Bresnay;391;
03040;Bressolles;1164;
03041;Le Brethon;331;
03042;Le Breuil;547;
03043;Broût-Vernet;1264;
03044;Brugheas;1552;
03045;Busset;867;
03046;Buxières-les-Mines;1049;
03047;La Celle;416;
03048;Cérilly;1329;
03049;Cesset;438;
03050;La Chabanne;189;
03051;Chambérat;307;
03052;Chamblet;1122;
03053;Chantelle;1127;
03054;Chapeau;243;
03055;La Chapelaude;983;
03056;La Chapelle;389;
03057;La Chapelle-aux-Chasses;207;
03058;Chappes;244;
03059;Chareil-Cintrat;366;
03060;Charmeil;1047;
03061;Charmes;400;
03062;Charroux;368;
03063;Chassenard;1048;
03064;Château-sur-Allier;181;
03065;Châtel-de-Neuvre;553;
03066;Châtel-Montagne;329;
03067;Châtelperron;142;
03068;Châtelus;105;
03069;Châtillon;318;
03070;Chavenon;134;
03071;Chavroches;251;
03072;Chazemais;504;
03073;Chemilly;649;
03074;Chevagnes;671;
03075;Chezelle;170;
03076;Chézy;234;
03077;Chirat-l'Eglise;131;
03078;Chouvigny;239;
03079;Cindré;311;
03080;Cognat-Lyonne;702;
03081;Colombier;339;
03082;Commentry;6321;
03083;Contigny;593;
03084;Cosne-d'Allier;2065;
03085;Coulandon;701;
03086;Coulanges;329;
03087;Couleuvre;604;
03088;Courçais;322;
03089;Coutansouze;153;
03090;Couzon;313;
03091;Créchy;447;
03092;Cressanges;641;
03093;Creuzier-le-Neuf;1212;
03094;Creuzier-le-Vieux;3399;
03095;Cusset;12955;
03096;Deneuille-lès-Chantelle;87;
03097;Deneuille-les-Mines;369;
03098;Désertines;4546;
03099;Deux-Chaises;402;
03100;Diou;1416;
03101;Domérat;8895;
03102;Dompierre-sur-Besbre;3091;
03103;Le Donjon;1090;
03104;Doyet;1201;
03105;Droiturier;364;
03106;Durdat-Larequille;1421;
03107;Ebreuil;1297;
03108;Echassières;382;
03109;Escurolles;813;
03110;Espinasse-Vozelle;994;
03111;Estivareilles;1136;
03112;Etroussat;677;
03113;Ferrières-sur-Sichon;552;
03114;La Ferté-Hauterive;286;
03115;Fleuriel;348;
03116;Fourilles;196;
03117;Franchesse;487;
03118;Gannat;6027;
03119;Gannay-sur-Loire;417;
03120;Garnat-sur-Engièvre;722;
03121;Gennetines;664;
03122;Gipcy;242;
03124;Gouise;222;
03125;La Guillermie;126;
03126;Hauterive;1180;
03127;Hérisson;630;
03128;Huriel;2702;
03129;Hyds;325;
03130;Isle-et-Bardais;285;
03131;Isserpent;563;
03132;Jaligny-sur-Besbre;574;
03133;Jenzat;529;
03134;Laféline;196;
03135;Lalizolle;416;
03136;Lamaids;240;
03137;Langy;277;
03138;Lapalisse;3217;
03139;Laprugne;324;
03140;Lavault-Sainte-Anne;1187;
03141;Lavoine;151;
03142;Lenax;247;
03143;Lételon;95;
03144;Liernolles;219;
03145;Lignerolles;749;
03146;Limoise;189;
03147;Loddes;169;
03148;Loriges;355;
03149;Louchy-Montfand;457;
03150;Louroux-Bourbonnais;210;
03151;Louroux-de-Beaune;162;
03152;Louroux-de-Bouble;238;
03154;Luneau;280;
03155;Lurcy-Lévis;1923;
03156;Lusigny;1742;
03157;Magnet;1043;
03158;Haut-Bocage;890;
03159;Malicorne;795;
03160;Marcenat;414;
03161;Marcillat-en-Combraille;929;
03162;Marigny;208;
03163;Mariol;773;
03164;Le Mayet-d'Ecole;275;
03165;Le Mayet-de-Montagne;1470;
03166;Mazerier;311;
03167;Mazirat;290;
03168;Meaulne-Vitray;921;
03169;Meillard;337;
03170;Meillers;135;
03171;Mercy;255;
03172;Mesples;124;
03173;Molinet;1175;
03174;Molles;939;
03175;Monestier;290;
03176;Monétay-sur-Allier;551;
03177;Monétay-sur-Loire;256;
03178;MontaiguÃ«t-en-Forez;304;
03179;Montaigu-le-Blin;307;
03180;Montbeugny;673;
03181;Montcombroux-les-Mines;299;
03182;Monteignet-sur-l'Andelot;264;
03183;Le Montet;473;
03184;Montilly;513;
03185;Montluçon;35431;
03186;Montmarault;1545;
03187;Montoldre;639;
03188;Montord;220;
03189;Montvicq;739;
03190;Moulins;19788;
03191;Murat;288;
03192;Nades;153;
03193;Nassigny;191;
03194;Naves;127;
03195;Néris-les-Bains;2664;
03196;Neuilly-en-Donjon;224;
03197;Neuilly-le-Réal;1485;
03198;Neure;187;
03200;Neuvy;1776;
03201;Nizerolles;317;
03202;Noyant-d'Allier;618;
03203;Paray-le-Frésil;396;
03204;Paray-sous-Briailles;641;
03205;Périgny;451;
03206;La Petite-Marche;174;
03207;Pierrefitte-sur-Loire;525;
03208;Le Pin;432;
03209;PoÃ«zat;154;
03210;Pouzy-Mésangy;409;
03211;Prémilhat;2556;
03212;Quinssaines;1537;
03213;Reugny;256;
03214;Rocles;385;
03215;Rongères;558;
03216;Ronnet;175;
03217;Saint-Angel;796;
03218;Saint-Aubin-le-Monial;280;
03219;Saint-Bonnet-de-Four;220;
03220;Saint-Bonnet-de-Rochefort;725;
03221;Saint-Bonnet-Tronçais;738;
03222;Saint-Caprais;95;
03223;Saint-Christophe;455;
03224;Saint-Clément;295;
03225;Saint-Désiré;454;
03226;Saint-Didier-en-Donjon;255;
03227;Saint-Didier-la-Forêt;381;
03228;Saint-Eloy-d'Allier;38;
03229;Saint-Ennemond;630;
03230;Saint-Etienne-de-Vicq;542;
03231;Saint-Fargeol;193;
03232;Saint-Félix;312;
03233;Saint-Genest;403;
03234;Saint-Gérand-de-Vaux;384;
03235;Saint-Gérand-le-Puy;979;
03236;Saint-Germain-des-Fossés;3724;
03237;Saint-Germain-de-Salles;436;
03238;Saint-Hilaire;538;
03239;Saint-Léger-sur-Vouzance;274;
03240;Saint-Léon;554;
03241;Saint-Léopardin-d'Augy;414;
03242;Saint-Loup;582;
03243;Saint-Marcel-en-Murat;127;
03244;Saint-Marcel-en-Marcillat;130;
03245;Saint-Martin-des-Lais;125;
03246;Saint-Martinien;606;
03247;Saint-Menoux;1139;
03248;Saint-Nicolas-des-Biefs;167;
03249;Saint-Palais;164;
03250;Saint-Pierre-Laval;355;
03251;Saint-Plaisir;385;
03252;Saint-Pont;692;
03253;Saint-Pourçain-sur-Besbre;389;
03254;Saint-Pourçain-sur-Sioule;5339;
03255;Saint-Priest-d'Andelot;147;
03256;Saint-Priest-en-Murat;219;
03257;Saint-Prix;826;
03258;Saint-Rémy-en-Rollat;1763;
03259;Saint-Sauvier;341;
03260;Saint-Sornin;229;
03261;Sainte-Thérence;185;
03262;Saint-Victor;2130;
03263;Saint-Voir;202;
03264;Saint-Yorre;2623;
03265;Saligny-sur-Roudon;749;
03266;Sanssat;280;
03267;Saulcet;688;
03268;Saulzet;389;
03269;Sauvagny;87;
03270;Sazeret;148;
03271;Serbannes;837;
03272;Servilly;289;
03273;Seuillet;507;
03274;Sorbier;324;
03275;Souvigny;1796;
03276;Sussat;108;
03277;Target;259;
03278;Taxat-Senat;195;
03279;Teillet-Argenty;566;
03280;Terjat;191;
03281;Le Theil;394;
03282;Theneuille;385;
03283;Thiel-sur-Acolin;1083;
03284;Thionne;299;
03285;Tortezais;186;
03286;Toulon-sur-Allier;1158;
03287;Treban;388;
03288;Treignat;392;
03289;Treteau;526;
03290;Trévol;1689;
03291;Trézelles;428;
03292;Tronget;891;
03293;Urçay;293;
03294;Ussel-d'Allier;169;
03295;Valignat;76;
03296;Valigny;388;
03297;Vallon-en-Sully;1564;
03298;Varennes-sur-Allier;3691;
03299;Varennes-sur-Tèche;237;
03300;Vaumas;546;
03301;Vaux;1192;
03302;Veauce;40;
03303;Venas;246;
03304;Vendat;2308;
03305;Verneix;608;
03306;Le Vernet;1970;
03307;Verneuil-en-Bourbonnais;239;
03308;Vernusse;156;
03309;Le Veurdre;464;
03310;Vichy;25302;
03311;Vicq;312;
03312;Vieure;284;
03313;Le Vilhain;284;
03314;Villebret;1358;
03315;Villefranche-d'Allier;1320;
03316;Villeneuve-sur-Allier;1089;
03317;Viplaix;302;
03319;Voussac;494;
03320;Ygrande;793;
03321;Yzeure;13355;
04001;Aiglun;1460;
04004;Allemagne-en-Provence;576;
04005;Allons;135;
04006;Allos;832;
04007;Angles;67;
04008;Annot;1066;
04009;Archail;14;
04012;Aubenas-les-Alpes;95;
04013;Aubignosc;620;
04016;Authon;63;
04017;Auzet;104;
04018;Banon;1043;
04019;Barcelonnette;2762;
04020;Barles;135;
04021;Barras;151;
04022;Barrême;425;
04023;Bayons;193;
04024;Beaujeu;130;
04025;Beauvezer;400;
04026;Bellaffaire;142;
04027;Bevons;308;
04028;Beynes;131;
04030;Blieux;57;
04031;Bras-d'Asse;567;
04032;Braux;127;
04033;Ubaye-Serre-Ponçon;785;
04034;La Brillanne;1139;
04035;Brunet;296;
04036;Le Brusquet;988;
04037;Le Caire;75;
04039;Castellane;1509;
04040;Le Castellard-Mélan;64;
04041;Le Castellet;305;
04042;Castellet-lès-Sausses;139;
04043;Val-de-Chalvagne;89;
04045;Céreste;1227;
04046;Le Chaffaut-Saint-Jurson;794;
04047;Champtercier;868;
04049;Château-Arnoux-Saint-Auban;5197;
04050;Châteaufort;27;
04051;Châteauneuf-Miravail;74;
04053;Châteauneuf-Val-Saint-Donat;512;
04054;Châteauredon;75;
04055;Chaudon-Norante;188;
04057;Clamensane;179;
04058;Claret;278;
04059;Clumanc;221;
04061;Colmars;487;
04062;La Condamine-Châtelard;153;
04063;Corbières-en-Provence;1251;
04065;Cruis;639;
04066;Curbans;583;
04067;Curel;53;
04068;Dauphin;850;
04069;Demandolx;138;
04070;Digne-les-Bains;17404;
04072;Draix;112;
04073;Enchastrayes;400;
04074;Entrages;104;
04075;Entrepierres;383;
04076;Entrevaux;837;
04077;Entrevennes;175;
04079;L'Escale;1408;
04081;Esparron-de-Verdon;396;
04084;Estoublon;500;
04085;Faucon-du-Caire;61;
04086;Faucon-de-Barcelonnette;320;
04087;Fontienne;135;
04088;Forcalquier;5209;
04090;Le Fugeret;211;
04091;Ganagobie;92;
04092;La Garde;122;
04093;Gigors;63;
04094;Gréoux-les-Bains;2687;
04095;L'Hospitalet;90;
04096;Jausiers;1158;
04097;La Javie;390;
04099;Lambruisse;93;
04101;Lardiers;136;
04102;Le Lauzet-Ubaye;182;
04104;Limans;396;
04106;Lurs;390;
04107;Majastres;4;
04108;Malijai;2005;
04109;Mallefougasse-Augès;326;
04110;Mallemoisson;1039;
04111;Mane;1375;
04112;Manosque;23197;
04113;Marcoux;465;
04115;Méailles;123;
04116;Les Mées;3796;
04118;Melve;124;
04120;Val d'Oronaye;119;
04121;Mézel;650;
04122;Mirabeau;521;
04123;Mison;1150;
04124;Montagnac-Montpezat;423;
04126;Montclar;421;
04127;Montfort;325;
04128;Montfuron;230;
04129;Montjustin;60;
04130;Montlaux;205;
04132;Montsalier;145;
04133;Moriez;238;
04134;La Motte-du-Caire;573;
04135;Moustiers-Sainte-Marie;735;
04136;La Mure-Argens;321;
04137;Nibles;42;
04138;Niozelles;287;
04139;Noyers-sur-Jabron;532;
04140;Les Omergues;130;
04141;Ongles;374;
04142;Oppedette;54;
04143;Oraison;5941;
04144;La Palud-sur-Verdon;354;
04145;Peipin;1485;
04148;Peyroules;262;
04149;Peyruis;2856;
04150;Piégut;206;
04151;Pierrerue;533;
04152;Pierrevert;4031;
04154;Pontis;93;
04155;Prads-Haute-Bléone;180;
04156;Puimichel;265;
04157;Puimoisson;699;
04158;Quinson;415;
04159;Redortiers;90;
04160;Reillanne;1717;
04161;Méolans-Revel;337;
04162;Revest-des-Brousses;264;
04163;Revest-du-Bion;536;
04164;Revest-Saint-Martin;89;
04166;Riez;1765;
04167;La Robine-sur-Galabre;293;
04169;La Rochegiron;107;
04170;La Rochette;75;
04171;Rougon;121;
04172;Roumoules;748;
04173;Saint-André-les-Alpes;1031;
04174;Saint-Benoît;147;
04175;Sainte-Croix-Ã -Lauze;92;
04176;Sainte-Croix-du-Verdon;123;
04177;Hautes-Duyes;45;
04178;Saint-Etienne-les-Orgues;1354;
04179;Saint-Geniez;107;
04180;Saint-Jacques;83;
04181;Saint-Jeannet;49;
04182;Saint-Julien-d'Asse;217;
04183;Saint-Julien-du-Verdon;145;
04184;Saint-Jurs;139;
04186;Saint-Laurent-du-Verdon;103;
04187;Saint-Lions;42;
04188;Saint-Maime;875;
04189;Saint-Martin-de-Brômes;641;
04190;Saint-Martin-les-Eaux;117;
04191;Saint-Martin-lès-Seyne;15;
04192;Saint-Michel-l'Observatoire;1259;
04193;Saint-Paul-sur-Ubaye;187;
04194;Saint-Pierre;98;
04195;Saint-Pons;610;
04197;Sainte-Tulle;3520;
04199;Saint-Vincent-sur-Jabron;181;
04200;Salignac;661;
04201;Saumane;125;
04202;Sausses;134;
04203;Selonnet;484;
04204;Senez;167;
04205;Seyne;1406;
04206;Sigonce;433;
04207;Sigoyer;107;
04208;Simiane-la-Rotonde;618;
04209;Sisteron;7834;
04210;Soleilhas;93;
04211;Sourribes;181;
04214;Tartonne;131;
04216;Thèze;239;
04217;Thoard;767;
04218;Thorame-Basse;234;
04219;Thorame-Haute;250;
04220;Les Thuiles;390;
04222;Turriers;343;
04224;Ubraye;101;
04226;Uvernet-Fours;608;
04227;Vachères;294;
04228;Valavoire;39;
04229;Valbelle;257;
04230;Valensole;3235;
04231;Valernes;251;
04233;Vaumeilh;276;
04234;Venterol;228;
04235;Verdaches;62;
04236;Vergons;108;
04237;Le Vernet;129;
04240;Villars-Colmars;254;
04241;Villemus;197;
04242;Villeneuve;4401;
04244;Volonne;1678;
04245;Volx;3281;
05001;Abriès-Ristolas;389;
05003;Aiguilles;408;
05004;Ancelle;932;
05006;L'Argentière-la-Bessée;2341;
05007;Arvieux;366;
05008;Aspremont;374;
05009;Aspres-lès-Corps;102;
05010;Aspres-sur-BuÃ«ch;815;
05011;Avançon;428;
05012;Baratier;634;
05013;Barcillonnette;132;
05014;Barret-sur-Méouge;182;
05016;La Bâtie-Montsaléon;258;
05017;La Bâtie-Neuve;2619;
05018;La Bâtie-Vieille;335;
05019;La Beaume;154;
05021;Le Bersac;143;
05022;Bréziers;242;
05023;Briançon;11659;
05024;Valdoule;228;
05025;Buissard;222;
05026;Ceillac;288;
05027;Cervières;203;
05028;Chabestan;159;
05029;Chabottes;912;
05031;Champcella;189;
05032;Champoléon;139;
05033;Chanousse;40;
05035;Châteauneuf-d'Oze;33;
05036;Châteauroux-les-Alpes;1232;
05037;Châteauvieux;526;
05038;Château-Ville-Vieille;336;
05039;Aubessagne;717;
05040;Chorges;3141;
05044;Crévoux;130;
05045;Crots;1137;
05046;Embrun;6713;
05047;Eourres;129;
05048;L'Epine;209;
05049;Esparron;57;
05050;Espinasses;830;
05051;Etoile-Saint-Cyrice;30;
05052;Eygliers;817;
05053;Garde-Colombe;531;
05054;La Fare-en-Champsaur;437;
05055;La Faurie;332;
05056;Forest-Saint-Julien;345;
05057;Fouillouse;261;
05058;Freissinières;222;
05059;La Freissinouse;923;
05060;Furmeyer;187;
05061;Gap;42176;
05062;Le Glaizil;161;
05063;La Grave;489;
05064;La Chapelle-en-Valgaudémar;108;
05065;Guillestre;2397;
05066;La Haute-Beaume;8;
05068;Jarjayes;473;
05070;Laragne-Montéglin;3594;
05071;Lardier-et-Valença;357;
05072;Laye;250;
05073;Lazer;355;
05074;Lettret;191;
05075;Manteyer;434;
05076;Méreuil;89;
05077;Molines-en-Queyras;302;
05078;Monêtier-Allemont;294;
05079;Le Monêtier-les-Bains;1083;
05080;Montbrand;58;
05081;Montclus;56;
05082;Mont-Dauphin;175;
05084;Montgardin;463;
05085;Montgenèvre;468;
05086;Montjay;106;
05087;Montmaur;543;
05089;Montrond;85;
05090;La Motte-en-Champsaur;220;
05091;Moydans;44;
05092;Neffes;778;
05093;Névache;369;
05094;Nossage-et-Bénévent;16;
05095;Le Noyer;303;
05096;Orcières;692;
05097;Orpierre;391;
05098;Les Orres;556;
05099;Oze;105;
05100;Pelleautier;792;
05101;Vallouise-Pelvoux;1194;
05102;La Piarre;95;
05103;Le PoÃ«t;798;
05104;Poligny;339;
05106;Prunières;306;
05107;Puy-Saint-André;476;
05108;Puy-Saint-Eusèbe;172;
05109;Puy-Saint-Pierre;544;
05110;Puy-Saint-Vincent;306;
05111;Puy-Sanières;282;
05112;Rabou;87;
05113;Rambaud;395;
05114;Réallon;252;
05115;Remollon;462;
05116;Réotier;211;
05117;Ribeyret;114;
05118;Val BuÃ«ch-Méouge;1368;
05119;Risoul;673;
05121;Rochebrune;179;
05122;La Roche-de-Rame;835;
05123;La Roche-des-Arnauds;1566;
05124;La Rochette;483;
05126;Rosans;478;
05127;Rousset;188;
05128;Saint-André-d'Embrun;714;
